Binary LJ intro data file

864 atoms

2 atom types

0.0 10.25985568 xlo xhi
0.0 10.25985568 ylo yhi
0.0 10.25985568 zlo zhi

Masses

1 1.0
2 1.0

Atoms # atomic

614 2 7.69489176 2.56496392 5.12992784
615 1 7.69489176 1.70997595 5.98491581
616 1 6.83990379 2.56496392 5.98491581
617 1 6.83990379 1.70997595 6.83990379
618 2 7.69489176 2.56496392 6.83990379
619 2 7.69489176 1.70997595 7.69489176
620 1 6.83990379 2.56496392 7.69489176
621 1 6.83990379 1.70997595 8.54987973
622 1 7.69489176 2.56496392 8.54987973
623 1 7.69489176 1.70997595 9.40486771
624 1 6.83990379 2.56496392 9.40486771
625 1 6.83990379 3.41995189 0.00000000
626 1 7.69489176 4.27493987 0.00000000
627 2 7.69489176 3.41995189 0.85498797
628 2 6.83990379 4.27493987 0.85498797
629 2 6.83990379 3.41995189 1.70997595
630 1 7.69489176 4.27493987 1.70997595
631 2 7.69489176 3.41995189 2.56496392
632 2 6.83990379 4.27493987 2.56496392
633 2 6.83990379 3.41995189 3.41995189
634 2 7.69489176 4.27493987 3.41995189
635 1 7.69489176 3.41995189 4.27493987
636 1 6.83990379 4.27493987 4.27493987
637 2 6.83990379 3.41995189 5.12992784
638 2 7.69489176 4.27493987 5.12992784
639 1 7.69489176 3.41995189 5.98491581
640 2 6.83990379 4.27493987 5.98491581
641 1 6.83990379 3.41995189 6.83990379
642 2 7.69489176 4.27493987 6.83990379
643 1 7.69489176 3.41995189 7.69489176
644 2 6.83990379 4.27493987 7.69489176
645 1 6.83990379 3.41995189 8.54987973
646 2 7.69489176 4.27493987 8.54987973
647 2 7.69489176 3.41995189 9.40486771
648 1 6.83990379 4.27493987 9.40486771
649 2 6.83990379 5.12992784 0.00000000
650 1 7.69489176 5.98491581 0.00000000
651 2 7.69489176 5.12992784 0.85498797
652 1 6.83990379 5.98491581 0.85498797
653 1 6.83990379 5.12992784 1.70997595
654 1 7.69489176 5.98491581 1.70997595
655 2 7.69489176 5.12992784 2.56496392
656 1 6.83990379 5.98491581 2.56496392
657 2 6.83990379 5.12992784 3.41995189
658 2 7.69489176 5.98491581 3.41995189
659 1 7.69489176 5.12992784 4.27493987
660 1 6.83990379 5.98491581 4.27493987
661 1 6.83990379 5.12992784 5.12992784
662 2 7.69489176 5.98491581 5.12992784
663 2 7.69489176 5.12992784 5.98491581
664 1 6.83990379 5.98491581 5.98491581
665 2 6.83990379 5.12992784 6.83990379
666 2 7.69489176 5.98491581 6.83990379
667 2 7.69489176 5.12992784 7.69489176
668 1 6.83990379 5.98491581 7.69489176
669 1 6.83990379 5.12992784 8.54987973
670 2 7.69489176 5.98491581 8.54987973
671 1 7.69489176 5.12992784 9.40486771
672 1 6.83990379 5.98491581 9.40486771
673 2 6.83990379 6.83990379 0.00000000
674 2 7.69489176 7.69489176 0.00000000
675 2 7.69489176 6.83990379 0.85498797
676 2 6.83990379 7.69489176 0.85498797
677 2 6.83990379 6.83990379 1.70997595
678 1 7.69489176 7.69489176 1.70997595
679 1 7.69489176 6.83990379 2.56496392
680 2 6.83990379 7.69489176 2.56496392
681 2 6.83990379 6.83990379 3.41995189
682 1 7.69489176 7.69489176 3.41995189
683 1 7.69489176 6.83990379 4.27493987
684 1 6.83990379 7.69489176 4.27493987
685 1 6.83990379 6.83990379 5.12992784
686 2 7.69489176 7.69489176 5.12992784
687 1 7.69489176 6.83990379 5.98491581
688 1 6.83990379 7.69489176 5.98491581
689 2 6.83990379 6.83990379 6.83990379
690 2 7.69489176 7.69489176 6.83990379
691 2 7.69489176 6.83990379 7.69489176
692 2 6.83990379 7.69489176 7.69489176
693 2 6.83990379 6.83990379 8.54987973
694 2 7.69489176 7.69489176 8.54987973
695 1 7.69489176 6.83990379 9.40486771
696 1 6.83990379 7.69489176 9.40486771
697 1 6.83990379 8.54987973 0.00000000
698 1 7.69489176 9.40486771 0.00000000
699 1 7.69489176 8.54987973 0.85498797
700 2 6.83990379 9.40486771 0.85498797
701 1 6.83990379 8.54987973 1.70997595
702 1 7.69489176 9.40486771 1.70997595
703 1 7.69489176 8.54987973 2.56496392
704 2 6.83990379 9.40486771 2.56496392
705 1 6.83990379 8.54987973 3.41995189
706 1 7.69489176 9.40486771 3.41995189
707 1 7.69489176 8.54987973 4.27493987
708 2 6.83990379 9.40486771 4.27493987
709 1 6.83990379 8.54987973 5.12992784
710 1 7.69489176 9.40486771 5.12992784
711 2 7.69489176 8.54987973 5.98491581
712 1 6.83990379 9.40486771 5.98491581
713 1 6.83990379 8.54987973 6.83990379
714 1 7.69489176 9.40486771 6.83990379
715 1 7.69489176 8.54987973 7.69489176
716 2 6.83990379 9.40486771 7.69489176
717 1 6.83990379 8.54987973 8.54987973
718 2 7.69489176 9.40486771 8.54987973
719 2 7.69489176 8.54987973 9.40486771
720 2 6.83990379 9.40486771 9.40486771
721 2 8.54987973 0.00000000 0.00000000
722 1 9.40486771 0.85498797 0.00000000
723 1 9.40486771 0.00000000 0.85498797
724 2 8.54987973 0.85498797 0.85498797
725 1 8.54987973 0.00000000 1.70997595
726 1 9.40486771 0.85498797 1.70997595
727 2 9.40486771 0.00000000 2.56496392
728 2 8.54987973 0.85498797 2.56496392
729 2 8.54987973 0.00000000 3.41995189
730 2 9.40486771 0.85498797 3.41995189
731 2 9.40486771 0.00000000 4.27493987
732 2 8.54987973 0.85498797 4.27493987
733 2 8.54987973 0.00000000 5.12992784
734 2 9.40486771 0.85498797 5.12992784
735 1 9.40486771 0.00000000 5.98491581
736 2 8.54987973 0.85498797 5.98491581
737 2 8.54987973 0.00000000 6.83990379
738 2 9.40486771 0.85498797 6.83990379
739 1 9.40486771 0.00000000 7.69489176
740 2 8.54987973 0.85498797 7.69489176
741 1 8.54987973 0.00000000 8.54987973
742 1 9.40486771 0.85498797 8.54987973
743 1 9.40486771 0.00000000 9.40486771
744 1 8.54987973 0.85498797 9.40486771
745 1 8.54987973 1.70997595 0.00000000
746 2 9.40486771 2.56496392 0.00000000
747 1 9.40486771 1.70997595 0.85498797
748 1 8.54987973 2.56496392 0.85498797
749 2 8.54987973 1.70997595 1.70997595
750 1 9.40486771 2.56496392 1.70997595
751 2 9.40486771 1.70997595 2.56496392
752 2 8.54987973 2.56496392 2.56496392
753 1 8.54987973 1.70997595 3.41995189
754 1 9.40486771 2.56496392 3.41995189
755 2 9.40486771 1.70997595 4.27493987
756 2 8.54987973 2.56496392 4.27493987
757 2 8.54987973 1.70997595 5.12992784
758 2 9.40486771 2.56496392 5.12992784
759 2 9.40486771 1.70997595 5.98491581
760 2 8.54987973 2.56496392 5.98491581
761 2 8.54987973 1.70997595 6.83990379
762 1 9.40486771 2.56496392 6.83990379
763 1 9.40486771 1.70997595 7.69489176
764 1 8.54987973 2.56496392 7.69489176
765 1 8.54987973 1.70997595 8.54987973
766 1 9.40486771 2.56496392 8.54987973
767 1 9.40486771 1.70997595 9.40486771
768 2 8.54987973 2.56496392 9.40486771
769 1 8.54987973 3.41995189 0.00000000
770 2 9.40486771 4.27493987 0.00000000
771 1 9.40486771 3.41995189 0.85498797
772 1 8.54987973 4.27493987 0.85498797
773 1 8.54987973 3.41995189 1.70997595
774 1 9.40486771 4.27493987 1.70997595
775 2 9.40486771 3.41995189 2.56496392
776 1 8.54987973 4.27493987 2.56496392
777 1 8.54987973 3.41995189 3.41995189
778 1 9.40486771 4.27493987 3.41995189
779 2 9.40486771 3.41995189 4.27493987
780 2 8.54987973 4.27493987 4.27493987
781 1 8.54987973 3.41995189 5.12992784
782 2 9.40486771 4.27493987 5.12992784
783 1 9.40486771 3.41995189 5.98491581
784 2 8.54987973 4.27493987 5.98491581
785 1 8.54987973 3.41995189 6.83990379
786 2 9.40486771 4.27493987 6.83990379
787 2 9.40486771 3.41995189 7.69489176
788 1 8.54987973 4.27493987 7.69489176
789 2 8.54987973 3.41995189 8.54987973
790 2 9.40486771 4.27493987 8.54987973
791 1 9.40486771 3.41995189 9.40486771
792 2 8.54987973 4.27493987 9.40486771
793 2 8.54987973 5.12992784 0.00000000
794 1 9.40486771 5.98491581 0.00000000
795 2 9.40486771 5.12992784 0.85498797
796 1 8.54987973 5.98491581 0.85498797
797 2 8.54987973 5.12992784 1.70997595
798 1 9.40486771 5.98491581 1.70997595
799 2 9.40486771 5.12992784 2.56496392
800 2 8.54987973 5.98491581 2.56496392
801 1 8.54987973 5.12992784 3.41995189
802 1 9.40486771 5.98491581 3.41995189
803 1 9.40486771 5.12992784 4.27493987
804 2 8.54987973 5.98491581 4.27493987
805 2 8.54987973 5.12992784 5.12992784
806 2 9.40486771 5.98491581 5.12992784
807 2 9.40486771 5.12992784 5.98491581
808 1 8.54987973 5.98491581 5.98491581
809 2 8.54987973 5.12992784 6.83990379
810 2 9.40486771 5.98491581 6.83990379
811 1 9.40486771 5.12992784 7.69489176
812 1 8.54987973 5.98491581 7.69489176
813 1 8.54987973 5.12992784 8.54987973
814 1 9.40486771 5.98491581 8.54987973
815 1 9.40486771 5.12992784 9.40486771
816 1 8.54987973 5.98491581 9.40486771
817 2 8.54987973 6.83990379 0.00000000
818 2 9.40486771 7.69489176 0.00000000
819 1 9.40486771 6.83990379 0.85498797
820 2 8.54987973 7.69489176 0.85498797
821 1 8.54987973 6.83990379 1.70997595
822 2 9.40486771 7.69489176 1.70997595
823 1 9.40486771 6.83990379 2.56496392
824 2 8.54987973 7.69489176 2.56496392
825 1 8.54987973 6.83990379 3.41995189
826 2 9.40486771 7.69489176 3.41995189
827 1 9.40486771 6.83990379 4.27493987
828 1 8.54987973 7.69489176 4.27493987
829 2 8.54987973 6.83990379 5.12992784
830 2 9.40486771 7.69489176 5.12992784
831 2 9.40486771 6.83990379 5.98491581
832 2 8.54987973 7.69489176 5.98491581
833 2 8.54987973 6.83990379 6.83990379
834 1 9.40486771 7.69489176 6.83990379
835 2 9.40486771 6.83990379 7.69489176
836 1 8.54987973 7.69489176 7.69489176
837 2 8.54987973 6.83990379 8.54987973
838 2 9.40486771 7.69489176 8.54987973
839 2 9.40486771 6.83990379 9.40486771
840 1 8.54987973 7.69489176 9.40486771
841 1 8.54987973 8.54987973 0.00000000
842 2 9.40486771 9.40486771 0.00000000
843 2 9.40486771 8.54987973 0.85498797
844 1 8.54987973 9.40486771 0.85498797
845 1 8.54987973 8.54987973 1.70997595
846 1 9.40486771 9.40486771 1.70997595
847 1 9.40486771 8.54987973 2.56496392
848 2 8.54987973 9.40486771 2.56496392
849 1 8.54987973 8.54987973 3.41995189
850 1 9.40486771 9.40486771 3.41995189
851 1 9.40486771 8.54987973 4.27493987
852 1 8.54987973 9.40486771 4.27493987
853 2 8.54987973 8.54987973 5.12992784
854 1 9.40486771 9.40486771 5.12992784
855 2 9.40486771 8.54987973 5.98491581
856 1 8.54987973 9.40486771 5.98491581
857 1 8.54987973 8.54987973 6.83990379
858 1 9.40486771 9.40486771 6.83990379
859 2 9.40486771 8.54987973 7.69489176
860 1 8.54987973 9.40486771 7.69489176
861 1 8.54987973 8.54987973 8.54987973
862 1 9.40486771 9.40486771 8.54987973
863 1 9.40486771 8.54987973 9.40486771
864 2 8.54987973 9.40486771 9.40486771
