# Time-averaged data for fix FMSD
# TimeStep c_CMSD[1] c_CMSD[2] c_CMSD[3] c_CMSD[4]
125200 86.5212 91.4487 84.7476 262.718
125300 86.593 91.4175 84.7657 262.776
125400 86.6702 91.3895 84.8218 262.881
125500 86.7231 91.5216 84.8521 263.097
125600 87.0025 91.5417 84.8409 263.385
125700 86.9645 91.7032 85.0572 263.725
125800 87.0297 91.7152 85.191 263.936
125900 87.1175 91.6753 85.1624 263.955
126000 87.1424 91.8767 85.1627 264.182
126100 87.1921 91.9003 85.2607 264.353
126200 87.0501 91.8543 85.2366 264.141
126300 87.2084 91.8354 85.1616 264.205
126400 87.1975 91.8965 85.3718 264.466
126500 87.3979 92.0774 85.5505 265.026
126600 87.3266 92.1537 85.54 265.02
126700 87.519 92.3478 85.4367 265.303
126800 87.5346 92.3483 85.5523 265.435
126900 87.7252 92.2466 85.5642 265.536
127000 87.8497 92.3062 85.5997 265.756
127100 87.9429 92.1959 85.6356 265.774
127200 88.0439 92.0956 85.7573 265.897
127300 88.1066 92.0679 85.7567 265.931
127400 88.2369 91.9754 85.9151 266.127
127500 88.2713 92.0823 86.1031 266.457
127600 88.3789 92.0098 86.1574 266.546
127700 88.3161 92.1744 86.1795 266.67
127800 88.451 92.0167 86.2054 266.673
127900 88.4947 91.9748 86.235 266.704
128000 88.5566 92.0561 86.2959 266.909
128100 88.5465 92.2407 86.4298 267.217
128200 88.4628 92.4301 86.4532 267.346
128300 88.5711 92.3302 86.5923 267.494
128400 88.6595 92.3893 86.7354 267.784
128500 88.8014 92.4947 86.736 268.032
128600 88.9245 92.4894 86.8108 268.225
128700 89.2512 92.6192 86.7955 268.666
128800 89.3188 92.8936 86.8416 269.054
128900 89.3568 92.9111 87.0253 269.293
129000 89.3332 92.9468 86.913 269.193
129100 89.5047 92.9979 86.9487 269.451
129200 89.6951 93.074 86.7947 269.564
129300 89.8548 93.0827 86.6903 269.628
129400 89.8453 92.9829 86.795 269.623
129500 90.0146 92.9281 86.9102 269.853
129600 90.1208 93.0971 87.0041 270.222
129700 90.2315 93.0708 86.8838 270.186
129800 90.3239 93.0624 86.8609 270.247
129900 90.3558 93.0985 86.8365 270.291
130000 90.3431 92.8821 86.9651 270.19
130100 90.3969 92.783 86.9808 270.161
130200 90.5842 92.8884 86.9806 270.453
130300 90.6764 92.8962 86.951 270.524
130400 90.5682 93.0068 86.9297 270.505
130500 90.4846 93.1939 86.9991 270.678
130600 90.4704 93.1414 87.0905 270.702
130700 90.5801 93.2551 87.2807 271.116
130800 90.5883 93.361 87.3463 271.296
130900 90.828 93.4412 87.277 271.546
131000 91.0871 93.4074 87.3023 271.797
131100 91.0741 93.4273 87.2719 271.773
131200 91.1131 93.5167 87.4186 272.048
131300 91.1751 93.5589 87.3443 272.078
131400 91.1934 93.3836 87.3804 271.957
131500 91.2505 93.3832 87.102 271.736
131600 91.332 93.2686 86.9544 271.555
131700 91.3919 93.2397 87.1533 271.785
131800 91.6998 93.1428 87.2229 272.066
131900 91.7503 93.2779 87.3127 272.341
132000 91.8079 93.3414 87.3093 272.459
132100 91.8608 93.3613 87.3065 272.529
132200 91.8075 93.3255 87.1444 272.277
132300 91.8514 93.4892 87.2492 272.59
132400 91.9315 93.6507 87.45 273.032
132500 91.9523 93.6948 87.5284 273.175
132600 91.9395 93.5899 87.5394 273.069
132700 92.0733 93.5156 87.5108 273.1
132800 92.0192 93.5293 87.7127 273.261
132900 91.9587 93.5914 87.679 273.229
133000 91.9159 93.5479 87.6195 273.083
133100 91.8761 93.3964 87.6821 272.955
133200 91.7813 93.28 87.9143 272.976
133300 91.9509 93.4865 87.9651 273.402
133400 92.0966 93.5982 88.0882 273.783
133500 92.28 93.6496 88.0896 274.019
133600 92.2503 93.6204 88.122 273.993
133700 92.3498 93.808 88.1479 274.306
133800 92.5316 94.0379 88.1755 274.745
133900 92.5912 93.981 88.1909 274.763
134000 92.618 93.9993 88.3453 274.963
134100 92.7437 94.1192 88.4091 275.272
134200 92.791 94.14 88.5622 275.493
134300 92.8878 94.4409 88.6114 275.94
134400 93.0187 94.5938 88.8403 276.453
134500 93.1846 94.7606 88.8582 276.803
134600 93.2111 94.7852 88.9486 276.945
134700 93.1668 94.9623 89.0956 277.225
134800 93.3811 95.1524 89.4009 277.934
134900 93.5283 95.1685 89.3108 278.008
135000 93.6776 95.0189 89.3929 278.089
135100 93.4987 95.1207 89.4065 278.026
135200 93.6053 95.1183 89.5102 278.234
135300 93.7317 95.1593 89.5988 278.49
135400 93.7783 95.2585 89.6672 278.704
135500 93.867 95.2394 89.851 278.957
135600 93.7934 95.3192 89.9252 279.038
135700 93.7928 95.3513 90.0113 279.155
135800 93.9516 95.4704 90.1037 279.526
135900 93.9634 95.4305 90.1487 279.543
136000 94.0352 95.5114 90.1701 279.717
136100 93.8787 95.8115 90.214 279.904
136200 93.9668 95.7941 90.2512 280.012
136300 94.1549 95.9422 90.3173 280.414
136400 94.1786 96.0174 90.2908 280.487
136500 94.039 96.0286 90.3289 280.396
136600 94.1595 96.1603 90.2816 280.601
136700 94.1583 96.2212 90.5941 280.974
136800 94.2842 96.2338 90.4666 280.985
136900 94.4648 96.2528 90.5369 281.254
137000 94.3655 96.2556 90.5256 281.147
137100 94.4589 96.3439 90.6389 281.442
137200 94.6315 96.3427 90.5367 281.511
137300 94.7334 96.2865 90.7559 281.776
137400 94.8829 96.4495 90.8818 282.214
137500 95.0268 96.5022 90.8286 282.357
137600 95.0333 96.6021 90.9053 282.541
137700 94.9934 96.7479 91.0488 282.79
137800 95.1041 96.8695 91.0246 282.998
137900 95.0274 96.9297 91.1817 283.139
138000 95.1733 96.9326 91.2399 283.346
138100 95.3171 97.0798 90.9882 283.385
138200 95.3072 97.1661 91.033 283.506
138300 95.3988 97.3089 91.0083 283.716
138400 95.5157 97.3982 91.059 283.973
138500 95.7062 97.4782 91.2142 284.399
138600 95.65 97.5607 91.2212 284.432
138700 95.7326 97.5736 91.4968 284.803
138800 95.7384 97.4907 91.5894 284.818
138900 95.7362 97.5563 91.6059 284.898
139000 95.7856 97.4636 91.5939 284.843
139100 95.6614 97.3857 91.4335 284.481
139200 95.6367 97.3962 91.5059 284.539
139300 95.6591 97.5302 91.722 284.911
139400 95.6141 97.6877 91.6901 284.992
139500 95.4332 97.8668 91.699 284.999
139600 95.6107 97.8794 91.8896 285.38
139700 95.8574 97.8985 91.9459 285.702
139800 95.7238 97.8687 92.1353 285.728
139900 95.8476 97.9873 92.1995 286.034
140000 95.9419 97.8299 92.2009 285.973
140100 96.0726 97.8829 92.3406 286.296
140200 96.1302 97.7957 92.2915 286.217
140300 96.2205 97.8602 92.5507 286.631
140400 96.3168 97.7775 92.4864 286.581
140500 96.249 97.7621 92.6663 286.677
140600 96.3675 97.6843 92.7028 286.755
140700 96.3094 97.6705 92.9318 286.912
140800 96.3881 97.6096 93.1086 287.106
140900 96.5448 97.8451 93.2465 287.636
141000 96.7271 97.9226 93.404 288.054
141100 96.7828 97.9829 93.5121 288.278
141200 96.9673 98.0753 93.6576 288.7
141300 96.9915 98.0948 93.84 288.926
141400 97.1233 98.0618 94.1522 289.337
141500 96.8579 98.1478 94.2481 289.254
141600 97.0246 98.0042 94.001 289.03
141700 97.3051 98.2445 94.0764 289.626
141800 97.3194 98.3746 94.0889 289.783
141900 97.4222 98.4749 94.3334 290.23
142000 97.6068 98.6218 94.4966 290.725
142100 97.6453 98.5282 94.4909 290.664
142200 97.8869 98.6731 94.7882 291.348
142300 97.9991 98.698 94.8894 291.586
142400 98.2522 99.0401 94.9782 292.27
142500 98.0071 98.9803 95.2081 292.196
142600 98.0654 99.2332 95.4342 292.733
142700 98.117 99.477 95.8113 293.405
142800 98.1329 99.5339 95.7847 293.451
142900 98.2178 99.7553 95.8081 293.781
143000 98.2999 99.8291 95.7463 293.875
143100 98.3824 99.8744 95.7373 293.994
143200 98.3376 99.8108 95.8962 294.045
143300 98.3268 99.7159 95.8226 293.865
143400 98.5289 99.8979 95.9639 294.391
143500 98.4571 99.9679 95.9849 294.41
143600 98.6106 100.018 95.9855 294.615
143700 98.6449 100.047 96.0345 294.727
143800 98.6808 100.094 96.0135 294.788
143900 98.6187 100.093 96.0941 294.806
144000 98.6483 100.068 96.115 294.831
144100 98.7724 100.148 96.2376 295.158
144200 98.6732 100.338 96.3623 295.374
144300 98.8154 100.506 96.6236 295.945
144400 98.8883 100.342 96.6594 295.89
144500 99.1226 100.525 96.5698 296.218
144600 99.0925 100.757 96.4331 296.283
144700 99.1116 100.764 96.4322 296.308
144800 99.2095 100.835 96.4195 296.464
144900 99.4093 100.721 96.2804 296.411
145000 99.4893 100.594 96.1845 296.268
145100 99.4802 100.828 96.0847 296.393
145200 99.5311 100.945 95.9738 296.449
145300 99.4675 100.966 95.8397 296.273
145400 99.6863 101.072 96.1934 296.951
145500 99.9897 101.111 96.1469 297.248
145600 100.093 101.081 96.1216 297.295
145700 100.165 101.118 96.1719 297.455
145800 100.411 101.091 96.3372 297.84
145900 100.242 101.089 96.4122 297.743
146000 100.215 101.067 96.4174 297.699
146100 100.472 101.146 96.5077 298.126
146200 100.398 101.168 96.5937 298.159
146300 100.507 101.243 96.6712 298.422
146400 100.683 101.311 96.6582 298.653
146500 100.841 101.416 96.7225 298.98
146600 100.694 101.634 96.8338 299.162
146700 100.866 101.639 96.8774 299.382
146800 101.025 101.732 96.8166 299.573
146900 100.895 101.814 96.8169 299.526
147000 100.897 101.925 96.8027 299.625
147100 100.971 102.005 96.8776 299.854
147200 101.075 101.937 96.8479 299.86
147300 101.094 101.943 97.1001 300.137
147400 101.22 102.077 96.955 300.251
147500 101.303 102.255 97.2042 300.762
147600 101.127 102.069 97.2443 300.44
147700 101.167 102.01 97.3628 300.54
147800 101.276 102.168 97.3564 300.801
147900 101.413 102.289 97.387 301.089
148000 101.542 102.453 97.4441 301.439
148100 101.606 102.485 97.5435 301.634
148200 101.681 102.562 97.5817 301.825
148300 101.705 102.68 97.7554 302.14
148400 101.744 102.728 97.6797 302.151
148500 101.9 102.798 97.8844 302.583
148600 101.942 102.891 97.9102 302.744
148700 102.12 103.12 97.8536 303.094
148800 102.355 103.21 97.78 303.345
148900 102.408 103.293 97.8035 303.504
149000 102.371 103.35 97.8596 303.581
149100 102.324 103.767 98.1301 304.221
149200 102.451 103.894 98.3408 304.686
149300 102.699 104.063 98.5635 305.325
149400 102.781 104.068 98.6206 305.47
149500 102.667 103.911 98.7643 305.342
149600 102.586 104.174 98.7635 305.523
149700 102.757 104.144 98.8607 305.762
149800 102.722 104.204 98.9853 305.911
149900 102.783 104.093 98.9968 305.872
150000 102.657 104.191 98.9222 305.77
150100 102.682 104.338 98.9705 305.991
150200 102.714 104.475 98.8114 306
150300 102.929 104.566 98.7755 306.27
150400 102.927 104.398 98.9947 306.319
150500 103.113 104.384 99.1404 306.637
150600 103.111 104.362 99.17 306.643
150700 103.273 104.32 99.2315 306.824
150800 103.408 104.403 99.2149 307.026
150900 103.297 104.469 99.4862 307.252
151000 103.18 104.534 99.4858 307.199
151100 103.332 104.562 99.5053 307.399
151200 103.569 104.525 99.6767 307.771
151300 103.687 104.576 99.7103 307.974
151400 103.706 104.684 99.6081 307.997
151500 103.742 104.824 99.6735 308.24
151600 104.034 104.897 99.555 308.486
151700 104.073 104.999 99.763 308.835
151800 104.175 104.863 100.048 309.086
151900 104.158 104.837 100.238 309.234
152000 104.304 104.845 100.265 309.413
152100 104.431 104.71 100.482 309.623
152200 104.623 104.711 100.533 309.867
152300 104.752 104.675 100.533 309.96
152400 104.842 104.888 100.713 310.443
152500 105.001 104.902 100.387 310.29
152600 105.216 105.039 100.342 310.597
152700 105.368 104.993 100.294 310.655
152800 105.286 105.045 100.25 310.582
152900 105.381 105.096 100.443 310.92
153000 105.238 105.288 100.49 311.016
153100 105.415 105.524 100.507 311.446
153200 105.542 105.504 100.62 311.665
153300 105.676 105.272 100.782 311.73
153400 105.612 105.258 100.781 311.651
153500 105.849 105.431 100.68 311.959
153600 105.975 105.656 101.02 312.65
153700 106.186 105.81 101.145 313.142
153800 106.226 105.683 101.307 313.216
153900 106.238 105.798 101.384 313.42
154000 106.351 105.794 101.543 313.688
154100 106.577 105.799 101.491 313.867
154200 106.779 105.862 101.481 314.122
154300 106.645 105.64 101.63 313.915
154400 106.817 105.886 101.702 314.406
154500 106.934 106.104 101.925 314.963
154600 106.801 106.095 102.033 314.93
154700 106.893 106.233 102.174 315.3
154800 107.024 106.185 102.347 315.556
154900 107.06 106.163 102.544 315.767
155000 107.285 106.331 102.673 316.288
155100 107.348 106.515 102.631 316.495
155200 107.454 106.739 102.737 316.93
155300 107.516 106.687 102.861 317.064
155400 107.573 106.732 103.108 317.413
155500 107.677 106.638 103.162 317.477
155600 107.608 106.508 103.09 317.207
155700 107.765 106.673 103.184 317.621
155800 107.908 106.619 103.061 317.588
155900 107.964 106.741 103.166 317.871
156000 108.191 106.794 103.117 318.103
156100 108.224 106.773 103.207 318.204
156200 108.301 106.728 103.393 318.422
156300 108.349 106.9 103.409 318.657
156400 108.268 107.043 103.626 318.937
156500 108.441 107.293 103.755 319.49
156600 108.388 107.34 104.045 319.773
156700 108.476 107.543 104.248 320.268
156800 108.577 107.64 104.28 320.496
156900 108.708 107.772 104.332 320.811
157000 108.703 107.898 104.394 320.995
157100 108.543 107.896 104.423 320.862
157200 108.857 107.938 104.534 321.329
157300 109.138 108.099 104.563 321.801
157400 109.177 107.997 104.653 321.827
157500 109.336 108.017 104.926 322.279
157600 109.539 108.099 104.95 322.589
157700 109.496 108.187 104.88 322.563
157800 109.58 108.42 104.843 322.843
157900 109.701 108.661 104.964 323.325
158000 109.738 108.723 105.095 323.556
158100 109.77 108.795 105.315 323.88
158200 109.91 109.06 105.478 324.448
158300 110.04 109.308 105.68 325.028
158400 110.253 109.288 105.628 325.169
158500 110.346 109.107 105.825 325.278
158600 110.513 109.09 106.125 325.728
158700 110.662 109.244 106.281 326.187
158800 110.944 109.048 106.42 326.412
158900 110.962 109.065 106.364 326.391
159000 111.01 109.263 106.446 326.718
159100 110.902 109.331 106.591 326.823
159200 111.127 109.42 106.658 327.204
159300 111.251 109.599 106.694 327.545
159400 111.248 109.561 106.669 327.478
159500 111.162 109.574 106.614 327.35
159600 111.299 109.525 106.613 327.437
159700 111.478 109.576 106.593 327.648
159800 111.621 109.806 106.615 328.041
159900 111.608 110.13 106.642 328.38
160000 111.593 110.132 106.511 328.235
160100 111.728 110.442 106.456 328.626
160200 111.706 110.323 106.732 328.761
160300 111.692 110.404 106.647 328.744
160400 111.749 110.228 106.72 328.696
160500 111.702 110.144 106.886 328.732
160600 111.799 110.246 106.84 328.885
160700 111.814 110.488 106.852 329.153
160800 111.958 110.529 106.862 329.349
160900 111.94 110.825 106.948 329.713
161000 111.956 110.777 107.04 329.774
161100 112.124 110.862 107.185 330.171
161200 112.128 111.042 107.296 330.466
161300 112.205 111.156 107.202 330.564
161400 112.081 111.345 107.195 330.622
161500 112.288 111.606 107.195 331.089
161600 112.131 111.735 107.3 331.166
161700 112.313 111.81 107.326 331.449
161800 112.261 111.951 107.626 331.838
161900 112.368 112.063 107.494 331.925
162000 112.483 112.18 107.411 332.074
162100 112.508 112.197 107.463 332.168
162200 112.568 112.491 107.641 332.7
162300 112.695 112.545 107.846 333.086
162400 112.921 112.532 108.086 333.539
162500 113.027 112.612 108.25 333.889
162600 113.338 112.599 108.244 334.18
162700 113.465 112.737 108.262 334.464
162800 113.378 113.053 108.546 334.976
162900 113.172 112.981 108.657 334.81
163000 113.345 113.266 108.737 335.348
163100 113.283 113.42 108.781 335.485
163200 113.259 113.485 108.895 335.639
163300 113.598 113.636 108.949 336.184
163400 113.721 113.66 109.228 336.609
163500 113.764 113.567 109.344 336.675
163600 113.927 113.525 109.604 337.056
163700 114.063 113.682 109.845 337.589
163800 114.049 113.693 109.911 337.653
163900 114.238 113.704 109.838 337.78
164000 114.209 113.858 110.011 338.078
164100 114.019 114.018 110.205 338.242
164200 113.934 114.159 110.11 338.202
164300 113.998 114.349 110.102 338.449
164400 114.037 114.569 110.116 338.723
164500 114.18 114.568 110.051 338.799
164600 114.406 114.624 110.187 339.217
164700 114.516 114.781 110.298 339.596
164800 114.618 114.676 110.448 339.742
164900 114.724 114.644 110.131 339.499
165000 114.682 114.723 110.219 339.624
165100 114.571 114.711 110.378 339.659
165200 114.664 114.717 110.384 339.766
165300 114.694 114.89 110.229 339.814
165400 114.568 114.931 110.239 339.738
165500 114.626 114.736 110.245 339.607
165600 114.549 114.876 110.258 339.683
165700 114.754 115.036 110.291 340.082
165800 114.815 115.122 110.105 340.041
165900 115.018 115.296 110.456 340.77
166000 115.133 115.245 110.327 340.705
166100 115.151 115.38 110.547 341.078
166200 115.094 115.53 110.777 341.401
166300 115.31 115.551 110.973 341.835
166400 115.304 115.593 111.111 342.008
166500 115.475 115.711 111.315 342.502
166600 115.586 115.858 111.46 342.904
166700 115.484 115.686 111.432 342.602
166800 115.485 115.885 111.52 342.89
166900 115.63 115.736 111.554 342.921
167000 115.497 115.998 111.554 343.049
167100 115.488 115.976 111.655 343.119
167200 115.442 115.908 111.576 342.926
167300 115.323 116.1 111.634 343.057
167400 115.373 115.994 111.774 343.141
167500 115.444 115.773 111.764 342.981
167600 115.466 115.996 111.936 343.398
167700 115.414 115.873 112.045 343.331
167800 115.361 116.001 111.907 343.269
167900 115.384 116.2 112.108 343.691
168000 115.405 116.368 112.084 343.857
168100 115.377 116.444 112.009 343.829
168200 115.573 116.569 111.998 344.14
168300 115.586 116.505 112.16 344.252
168400 115.736 116.394 112.404 344.533
168500 115.76 116.502 112.56 344.822
168600 115.845 116.614 112.743 345.201
168700 115.809 116.853 112.894 345.556
168800 115.738 117.002 112.961 345.7
168900 115.774 116.952 112.962 345.688
169000 115.7 116.821 113.093 345.614
169100 115.912 116.82 112.993 345.725
169200 115.75 117.023 112.97 345.743
169300 115.761 116.924 112.931 345.616
169400 115.752 117.208 113.08 346.04
169500 115.758 117.384 113.021 346.163
169600 115.823 117.459 113.133 346.415
169700 115.713 117.6 113.211 346.524
169800 115.871 117.715 113.36 346.946
169900 116.04 117.576 113.615 347.231
170000 115.99 117.79 113.763 347.543
170100 116.062 117.868 113.888 347.818
170200 115.998 117.902 113.938 347.838
170300 115.947 117.972 114.079 347.999
170400 115.973 117.952 114.195 348.121
170500 115.88 117.904 114.366 348.151
170600 116.068 118.077 114.238 348.383
170700 116.135 118.166 114.236 348.536
170800 116.346 118.324 114.239 348.908
170900 116.323 118.336 114.201 348.86
171000 116.511 118.339 114.467 349.317
171100 116.619 118.385 114.53 349.534
171200 116.769 118.389 114.568 349.726
171300 116.785 118.348 114.777 349.91
171400 116.832 118.396 114.783 350.011
171500 116.868 118.482 114.721 350.071
171600 116.895 118.506 114.91 350.31
171700 117.145 118.483 114.826 350.454
171800 117.37 118.562 114.666 350.597
171900 117.487 118.515 114.5 350.502
172000 117.664 118.516 114.524 350.704
172100 117.93 118.465 114.545 350.94
172200 118.18 118.637 114.599 351.416
172300 118.236 118.649 114.779 351.664
172400 118.34 118.779 114.809 351.929
172500 118.377 118.916 114.972 352.265
172600 118.36 118.967 115.069 352.395
172700 118.425 119.157 115.104 352.686
172800 118.439 118.859 115.158 352.457
172900 118.463 118.774 115.015 352.252
173000 118.701 119.131 114.892 352.725
173100 118.743 119.223 115.173 353.139
173200 118.842 119.307 115.252 353.401
173300 118.974 119.417 115.249 353.64
173400 119.013 119.42 115.345 353.777
173500 119.068 119.441 115.208 353.718
173600 119.231 119.492 115.183 353.906
173700 119.296 119.486 115.299 354.081
173800 119.358 119.355 115.243 353.956
173900 119.414 119.339 115.368 354.121
174000 119.437 119.407 115.63 354.474
174100 119.446 119.422 115.65 354.518
174200 119.539 119.586 115.656 354.781
174300 119.563 119.613 115.759 354.936
174400 119.722 119.699 115.548 354.97
174500 119.902 119.756 115.604 355.261
174600 120.166 119.666 115.46 355.292
174700 120.268 119.697 115.684 355.649
174800 120.274 119.765 115.901 355.94
174900 120.16 119.939 116.017 356.116
175000 119.924 119.786 116.047 355.757
175100 119.965 119.807 116.118 355.89
175200 120.084 119.916 116.092 356.092
175300 120.003 120.112 116.189 356.303
175400 120.082 120.344 116.25 356.676
175500 120.271 120.403 116.262 356.936
175600 120.33 120.674 116.436 357.44
175700 120.307 120.818 116.612 357.737
175800 120.456 120.81 116.624 357.891
175900 120.61 121.092 116.648 358.349
176000 120.72 121.11 116.903 358.733
176100 120.844 121.226 117.029 359.099
176200 120.871 121.079 117.189 359.14
176300 120.741 121.132 117.071 358.944
176400 120.783 121.409 117.228 359.42
176500 120.725 121.423 117.08 359.227
176600 120.739 121.619 117.321 359.679
176700 120.87 121.694 117.331 359.895
176800 121.142 121.707 117.364 360.214
176900 121.441 121.641 117.454 360.536
177000 121.646 121.823 117.854 361.323
177100 121.722 121.853 117.843 361.417
177200 121.714 121.906 117.875 361.496
177300 121.758 121.791 117.834 361.382
177400 121.744 122.068 117.89 361.701
177500 121.638 122.265 117.98 361.884
177600 121.528 122.237 117.953 361.718
177700 121.461 122.348 118.104 361.913
177800 121.805 122.462 118.131 362.398
177900 121.957 122.493 118.176 362.626
178000 122.003 122.467 118.349 362.819
178100 122.056 122.475 118.62 363.151
178200 121.983 122.492 118.749 363.224
178300 122.173 122.693 118.965 363.831
178400 122.337 122.968 119.075 364.38
178500 122.33 122.974 119.287 364.591
178600 122.202 123.086 119.243 364.532
178700 122.24 123.396 119.31 364.946
178800 122.209 123.55 119.323 365.083
178900 122.294 123.655 119.413 365.362
179000 122.607 123.808 119.426 365.841
179100 122.895 123.8 119.355 366.05
179200 123.106 123.829 119.351 366.286
179300 123.209 123.903 119.584 366.696
179400 123.403 123.969 119.735 367.108
179500 123.338 123.968 119.658 366.965
179600 123.327 124.28 119.678 367.286
179700 123.469 124.208 119.67 367.347
179800 123.63 124.253 119.771 367.654
179900 123.597 124.215 119.743 367.555
180000 123.831 124.232 120.08 368.143
180100 123.804 124.297 120.209 368.31
180200 123.773 124.223 120.343 368.339
180300 123.609 124.201 120.245 368.055
180400 123.748 124.377 120.357 368.482
180500 123.519 124.493 120.345 368.357
180600 123.464 124.61 120.37 368.445
180700 123.607 124.644 120.347 368.598
180800 123.657 124.91 120.434 369.001
180900 123.704 125.004 120.415 369.123
181000 123.653 125.245 120.623 369.522
181100 123.596 125.294 120.681 369.571
181200 123.679 125.465 120.746 369.89
181300 123.996 125.865 120.854 370.716
181400 124.109 125.938 120.869 370.917
181500 124.081 125.942 120.99 371.013
181600 124.106 125.994 121.069 371.169
181700 123.756 125.988 121.206 370.95
181800 123.875 125.885 121.36 371.12
181900 123.738 125.913 121.488 371.139
182000 123.853 125.773 121.285 370.911
182100 123.997 125.678 121.226 370.901
182200 124.053 125.443 121.656 371.152
182300 123.979 125.376 121.891 371.246
182400 123.929 125.545 122.241 371.716
182500 124.137 125.622 122.284 372.043
182600 124.308 125.472 122.307 372.087
182700 124.396 125.744 122.544 372.685
182800 124.408 125.795 122.596 372.799
182900 124.605 125.881 122.611 373.097
183000 124.764 126.034 122.632 373.43
183100 124.716 126.104 122.602 373.421
183200 124.953 126.3 122.745 373.999
183300 125.031 126.5 122.804 374.336
183400 125.013 126.493 122.836 374.342
183500 125.315 126.556 123.186 375.056
183600 125.402 126.532 123.419 375.353
183700 125.683 126.502 123.552 375.737
183800 125.825 126.516 123.595 375.936
183900 126.059 126.709 123.459 376.227
184000 125.942 126.731 123.323 375.996
184100 126.255 126.827 123.372 376.455
184200 126.124 126.889 123.367 376.38
184300 126.26 126.924 123.517 376.701
184400 126.273 127.022 123.655 376.949
184500 126.195 127.261 123.841 377.297
184600 126.386 127.418 123.733 377.538
184700 126.613 127.578 123.805 377.997
184800 126.483 127.579 124.093 378.156
184900 126.705 127.516 124.131 378.351
185000 126.616 127.541 124.297 378.454
185100 126.607 127.442 124.385 378.435
185200 126.63 127.594 124.585 378.809
185300 126.727 127.783 124.675 379.185
185400 126.848 127.842 124.894 379.584
185500 126.922 128.008 124.886 379.816
185600 126.94 128.036 124.96 379.935
185700 127.19 127.975 125.098 380.264
185800 127.327 127.997 125.253 380.577
185900 127.334 128.016 125.275 380.626
186000 127.541 127.969 125.363 380.872
186100 127.721 128.187 125.511 381.419
186200 127.753 128.158 125.546 381.458
186300 127.95 128.197 125.692 381.84
186400 127.874 128.215 125.635 381.723
186500 127.955 128.17 125.629 381.754
186600 128.18 128.164 125.634 381.977
186700 128.206 128.321 125.345 381.872
186800 128.386 128.295 125.651 382.333
186900 128.616 128.374 125.893 382.884
187000 128.603 128.486 126.028 383.117
187100 128.678 128.399 125.972 383.049
187200 128.932 128.512 126.02 383.464
187300 129.052 128.405 125.947 383.403
187400 129.045 128.165 126.075 383.285
187500 129.156 128.348 126.137 383.641
187600 129.308 128.422 126.038 383.767
187700 129.546 128.479 126.108 384.133
187800 129.714 128.408 125.991 384.113
187900 129.798 128.443 126.36 384.601
188000 129.851 128.482 126.248 384.581
188100 130.099 128.301 126.323 384.723
188200 130.189 128.328 126.606 385.123
188300 130.088 128.42 126.582 385.09
188400 130.245 128.488 126.546 385.278
188500 130.324 128.444 126.573 385.341
188600 130.313 128.346 126.651 385.31
188700 130.379 128.339 126.798 385.516
188800 130.229 128.467 127.055 385.751
188900 130.613 128.431 127.03 386.074
189000 130.669 128.567 127.216 386.453
189100 130.525 128.604 127.466 386.596
189200 130.125 128.74 127.469 386.334
189300 129.995 128.909 127.506 386.41
189400 130.162 128.822 127.571 386.555
189500 130.202 128.773 127.723 386.698
189600 130.301 128.859 127.777 386.937
189700 130.517 128.911 127.805 387.232
189800 130.643 129.091 127.864 387.598
189900 130.526 129.059 127.856 387.441
190000 130.54 129.138 128.204 387.882
190100 130.647 129.035 128.094 387.777
190200 130.711 129.092 128.185 387.989
190300 130.885 129.191 128.23 388.306
190400 130.834 129.261 128.317 388.412
190500 130.752 129.361 128.485 388.599
190600 130.796 129.37 128.548 388.715
190700 130.83 129.436 128.653 388.918
190800 130.998 129.449 129.056 389.503
190900 130.892 129.472 129.299 389.664
191000 130.863 129.516 129.631 390.01
191100 130.837 129.555 129.572 389.963
191200 131.028 129.867 129.608 390.503
191300 131.334 129.913 129.795 391.042
191400 131.418 130.053 129.84 391.312
191500 131.558 130.057 129.973 391.587
191600 131.758 130.289 130.205 392.252
191700 131.971 130.458 130.092 392.52
191800 132.128 130.348 130.353 392.828
191900 131.998 130.446 130.393 392.837
192000 132.179 130.273 130.312 392.764
192100 132.242 130.147 130.493 392.883
192200 132.149 130.127 130.364 392.64
192300 131.945 130.077 130.577 392.6
192400 131.996 130.11 130.624 392.73
192500 132.228 130.194 130.568 392.99
192600 132.346 130.192 130.658 393.196
192700 132.611 130.07 130.776 393.457
192800 132.93 130.093 131.01 394.033
192900 132.867 130.14 131.329 394.336
193000 132.832 130.406 131.316 394.554
193100 133.026 130.516 131.606 395.147
193200 133.245 130.912 131.413 395.569
193300 133.463 131.127 131.564 396.154
193400 133.637 131.209 131.39 396.236
193500 133.801 131.167 131.581 396.549
193600 133.829 131.363 131.468 396.661
193700 134.062 131.465 131.442 396.97
193800 134.194 131.566 131.752 397.512
193900 133.951 131.77 131.943 397.664
194000 133.725 131.839 131.836 397.4
194100 133.934 132.035 131.748 397.717
194200 134.123 131.93 131.756 397.809
194300 134.095 131.836 131.983 397.914
194400 134.217 131.902 132.117 398.236
194500 134.173 131.864 132.25 398.287
194600 134.363 131.829 131.956 398.148
194700 134.519 131.772 131.946 398.236
194800 134.614 131.887 132.139 398.64
194900 134.521 131.973 132.289 398.783
195000 134.516 131.976 132.535 399.027
195100 134.451 132.171 132.621 399.243
195200 134.523 132.259 132.786 399.568
195300 134.656 132.313 132.895 399.865
