# Time-averaged data for fix FMSD
# TimeStep c_CMSD[1] c_CMSD[2] c_CMSD[3] c_CMSD[4]
61100 42.7966 45.5787 40.4538 128.829
61200 42.8104 45.7532 40.5554 129.119
61300 42.8783 45.7457 40.6074 129.231
61400 43.0313 45.7114 40.7446 129.487
61500 43.0336 45.8693 40.6366 129.54
61600 42.9906 46.0425 40.785 129.818
61700 43.0563 46.1338 40.7715 129.962
61800 43.114 46.3349 40.8466 130.295
61900 43.151 46.6578 40.8846 130.693
62000 43.1842 46.8202 40.9219 130.926
62100 43.2359 46.9088 40.9942 131.139
62200 43.2749 47.1355 41.1491 131.56
62300 43.3211 47.2426 41.3508 131.914
62400 43.2374 47.2856 41.53 132.053
62500 43.3848 47.2817 41.678 132.344
62600 43.3387 47.3821 41.8547 132.575
62700 43.5846 47.3524 42.047 132.984
62800 43.8726 47.3355 42.0094 133.218
62900 43.9526 47.2871 42.008 133.248
63000 43.9355 47.3538 42.1616 133.451
63100 44.0798 47.3636 42.2476 133.691
63200 44.1471 47.2852 42.3525 133.785
63300 44.2028 47.2914 42.5795 134.074
63400 44.2394 47.2768 42.5651 134.081
63500 44.3782 47.405 42.5123 134.295
63600 44.5059 47.5538 42.6658 134.725
63700 44.5912 47.7386 42.6717 135.001
63800 44.6186 47.8131 42.7901 135.222
63900 44.6891 47.8364 42.7904 135.316
64000 44.9171 47.9079 42.7721 135.597
64100 45.1334 47.9958 42.807 135.936
64200 45.1965 47.8913 42.923 136.011
64300 45.3244 48.0074 43.037 136.369
64400 45.3037 48.0765 43.132 136.512
64500 45.3044 47.9174 43.0739 136.296
64600 45.3986 48.0239 43.0985 136.521
64700 45.4491 48.1472 43.2526 136.849
64800 45.4816 48.2612 43.3814 137.124
64900 45.459 48.431 43.4456 137.336
65000 45.5258 48.5204 43.5609 137.607
65100 45.5791 48.7036 43.6286 137.911
65200 45.7022 48.8239 43.6385 138.164
65300 45.8518 48.7708 43.782 138.405
65400 45.8681 48.8871 43.6251 138.38
65500 45.8823 48.8803 43.6317 138.394
65600 45.9382 49.0147 43.6838 138.637
65700 46.1068 49.1013 43.6366 138.845
65800 46.1116 49.1986 43.6094 138.92
65900 46.0691 49.3391 43.6353 139.043
66000 46.2939 49.3313 43.7204 139.346
66100 46.3076 49.4244 43.7814 139.513
66200 46.4568 49.5011 43.838 139.796
66300 46.488 49.5383 43.7849 139.811
66400 46.6401 49.5991 43.7857 140.025
66500 46.6003 49.8041 43.8169 140.221
66600 46.749 50.0246 44.0129 140.786
66700 46.7425 49.9928 43.8598 140.595
66800 46.857 49.904 43.7798 140.541
66900 47.1104 49.9132 43.8722 140.896
67000 47.1998 49.9374 43.941 141.078
67100 47.2995 49.972 43.916 141.188
67200 47.3439 50.0971 44.0346 141.476
67300 47.3422 50.1135 44.2542 141.71
67400 47.4011 50.2481 44.2768 141.926
67500 47.4087 50.2949 44.5188 142.222
67600 47.4206 50.3859 44.7324 142.539
67700 47.2987 50.6208 44.6922 142.612
67800 47.302 50.6399 44.7843 142.726
67900 47.3628 50.8723 44.8914 143.126
68000 47.513 50.9462 45.007 143.466
68100 47.5492 50.8728 45.159 143.581
68200 47.7049 51.0248 45.2435 143.973
68300 47.7079 51.1842 45.3961 144.288
68400 47.797 51.2152 45.417 144.429
68500 47.8804 51.2068 45.4381 144.525
68600 47.9674 51.2657 45.5722 144.805
68700 48.0039 51.4326 45.5783 145.015
68800 48.021 51.4815 45.7159 145.218
68900 48.0483 51.558 45.7498 145.356
69000 48.1654 51.6348 45.8051 145.605
69100 48.2328 51.6406 45.9284 145.802
69200 48.3211 51.7641 45.9913 146.076
69300 48.4937 51.9834 46.1029 146.58
69400 48.4887 52.0871 46.1678 146.744
69500 48.5603 52.1961 46.1224 146.879
69600 48.5655 52.3041 46.2047 147.074
69700 48.5103 52.4128 46.2857 147.209
69800 48.6301 52.5086 46.3378 147.477
69900 48.5883 52.4626 46.3113 147.362
70000 48.682 52.5664 46.4904 147.739
70100 48.8373 52.7224 46.4668 148.026
70200 48.8703 52.638 46.4494 147.958
70300 48.954 52.6974 46.4939 148.145
70400 49.0194 52.7296 46.5578 148.307
70500 49.0435 52.8966 46.4745 148.415
70600 48.9651 52.9605 46.7318 148.657
70700 48.9976 53.0548 46.8142 148.867
70800 49.1353 53.237 46.8347 149.207
70900 49.3411 53.322 46.9676 149.631
71000 49.4186 53.2731 46.9016 149.593
71100 49.5807 53.3601 47.0282 149.969
71200 49.6061 53.4106 47.1519 150.169
71300 49.7457 53.4431 47.1963 150.385
71400 49.9152 53.6009 47.2891 150.805
71500 49.8855 53.5023 47.3797 150.767
71600 49.8772 53.5331 47.5204 150.931
71700 50.1744 53.5513 47.7196 151.445
71800 50.2152 53.5765 47.7796 151.571
71900 50.3987 53.5484 47.9696 151.917
72000 50.4391 53.5408 48.1679 152.148
72100 50.4879 53.4486 48.1992 152.136
72200 50.7185 53.4724 48.3992 152.59
72300 50.8444 53.4863 48.4393 152.77
72400 50.9803 53.4467 48.6013 153.028
72500 51.0913 53.5095 48.7206 153.321
72600 51.2703 53.5559 48.7793 153.605
72700 51.4088 53.7219 48.8232 153.954
72800 51.5162 53.9001 48.813 154.229
72900 51.6234 54.0827 48.9359 154.642
73000 51.8638 54.1469 49.1754 155.186
73100 51.8569 54.2106 49.2241 155.292
73200 52.0179 54.2763 49.2292 155.523
73300 52.0305 54.1565 49.3189 155.506
73400 52.0167 54.1961 49.2419 155.455
73500 52.0836 54.2137 49.3698 155.667
73600 52.1735 54.2616 49.4001 155.835
73700 52.1849 54.3619 49.4759 156.023
73800 52.1498 54.5246 49.6126 156.287
73900 52.2075 54.6308 49.716 156.554
74000 52.3591 54.6651 49.6604 156.685
74100 52.4348 54.8191 49.8713 157.125
74200 52.574 54.9202 50.0124 157.507
74300 52.5683 55.123 50.0997 157.791
74400 52.581 55.1978 50.2133 157.992
74500 52.7304 55.1962 50.3886 158.315
74600 52.7447 55.2798 50.5801 158.605
74700 52.6558 55.3892 50.5387 158.584
74800 52.7427 55.3391 50.4006 158.483
74900 52.8443 55.2721 50.4353 158.552
75000 52.8956 55.4208 50.5461 158.863
75100 52.7813 55.4859 50.5555 158.823
75200 52.6596 55.6041 50.4743 158.738
75300 52.8499 55.6741 50.6261 159.15
75400 52.9341 55.8269 50.5699 159.331
75500 52.9552 56.0195 50.5747 159.549
75600 52.9482 56.0607 50.716 159.725
75700 53.0952 56.0544 50.6431 159.793
75800 53.2866 56.1096 50.6596 160.056
75900 53.496 56.2135 50.7477 160.457
76000 53.5702 56.2849 50.8318 160.687
76100 53.5396 56.3051 50.847 160.692
76200 53.5224 56.1853 51.029 160.737
76300 53.6286 56.2509 51.2438 161.123
76400 53.6947 56.3221 51.2539 161.271
76500 53.7432 56.5112 51.4291 161.684
76600 53.8003 56.6134 51.4081 161.822
76700 53.9117 56.6561 51.5443 162.112
76800 54.0406 56.7013 51.6294 162.371
76900 53.9947 56.8096 51.5772 162.382
77000 54.142 56.9504 51.7205 162.813
77100 54.3485 56.8507 51.5972 162.796
77200 54.3698 57.0964 51.6384 163.105
77300 54.4633 57.2214 51.7706 163.455
77400 54.5171 57.2941 51.8372 163.648
77500 54.5778 57.4058 51.9954 163.979
77600 54.6339 57.4633 52.077 164.174
77700 54.5962 57.6206 52.0916 164.308
77800 54.878 57.6883 52.2122 164.779
77900 54.9674 57.7172 52.2539 164.939
78000 55.1174 57.8541 52.2446 165.216
78100 55.2595 57.9618 52.0575 165.279
78200 55.4808 58.0466 52.0377 165.565
78300 55.6563 58.0511 52.0542 165.762
78400 55.7796 58.2202 52.0399 166.04
78500 55.8884 58.3053 52.0763 166.27
78600 55.9984 58.2616 52.1389 166.399
78700 56.1792 58.2338 52.2137 166.627
78800 56.2912 58.1211 52.2571 166.669
78900 56.4143 58.1436 52.1421 166.7
79000 56.4062 58.2789 52.2612 166.946
79100 56.3543 58.4167 52.3938 167.165
79200 56.3095 58.6291 52.5298 167.468
79300 56.336 58.7676 52.5673 167.671
79400 56.3124 58.8634 52.7097 167.886
79500 56.3716 58.9452 52.7334 168.05
79600 56.4468 58.9642 52.7437 168.155
79700 56.5908 59.0039 52.7888 168.383
79800 56.6424 58.9801 52.7721 168.395
79900 56.7205 59.0443 52.8993 168.664
80000 57.0011 59.0185 52.9225 168.942
80100 57.2387 59.2216 53.1012 169.562
80200 57.2334 59.364 53.243 169.84
80300 57.206 59.396 53.2615 169.863
80400 57.3554 59.4161 53.2594 170.031
80500 57.3703 59.642 53.4138 170.426
80600 57.4327 59.7295 53.508 170.67
80700 57.4894 59.7152 53.4447 170.649
80800 57.6375 59.7295 53.4096 170.777
80900 57.7309 59.8228 53.365 170.919
81000 57.8826 60.0098 53.5278 171.42
81100 58.0746 59.9619 53.6643 171.701
81200 58.2373 60.1207 53.6185 171.976
81300 58.3832 60.2228 53.6315 172.237
81400 58.5636 60.2875 53.6725 172.524
81500 58.6229 60.369 53.6891 172.681
81600 58.6393 60.4709 53.7481 172.858
81700 58.7476 60.5776 53.9236 173.249
81800 58.782 60.5544 54.023 173.359
81900 58.793 60.4994 54.0288 173.321
82000 58.9095 60.56 54.1077 173.577
82100 58.956 60.7802 54.0358 173.772
82200 59.1107 60.8561 53.8414 173.808
82300 59.1973 60.936 53.9254 174.059
82400 59.4072 60.9194 53.9313 174.258
82500 59.3878 60.8718 53.9295 174.189
82600 59.4882 60.8631 53.9773 174.329
82700 59.7517 60.9156 54.195 174.862
82800 59.7725 61.042 54.2135 175.028
82900 59.8988 61.1758 54.2473 175.322
83000 60.0748 61.2334 54.2926 175.601
83100 60.1084 61.2523 54.4566 175.817
83200 60.1527 61.3044 54.58 176.037
83300 60.2556 61.2028 54.6145 176.073
83400 60.3381 61.2924 54.6809 176.311
83500 60.5461 61.3719 54.7203 176.638
83600 60.605 61.2687 54.7064 176.58
83700 60.615 61.347 54.8073 176.769
83800 60.5544 61.4694 54.9557 176.98
83900 60.7095 61.5166 54.9691 177.195
84000 60.8324 61.7082 54.8773 177.418
84100 60.8376 61.9194 55.0343 177.791
84200 60.8482 62.0367 55.2022 178.087
84300 60.9916 62.1465 55.3745 178.513
84400 61.0565 62.4171 55.4867 178.96
84500 61.0241 62.4884 55.5188 179.031
84600 61.2595 62.5292 55.7094 179.498
84700 61.324 62.582 55.6905 179.597
84800 61.4442 62.7931 55.6954 179.933
84900 61.4321 62.86 55.7626 180.055
85000 61.4597 62.9026 55.8624 180.225
85100 61.4749 62.8205 55.9272 180.223
85200 61.3706 62.8023 56.03 180.203
85300 61.2066 62.777 56.1443 180.128
85400 61.1347 62.9451 56.2759 180.356
85500 61.2714 63.0218 56.3145 180.608
85600 61.3092 63.2263 56.4295 180.965
85700 61.4194 63.2702 56.6809 181.371
85800 61.427 63.4287 56.6352 181.491
85900 61.4993 63.6319 56.7746 181.906
86000 61.6651 63.8025 56.8447 182.312
86100 61.8266 63.8162 57.0013 182.644
86200 61.8336 63.8097 56.9966 182.64
86300 61.8888 64.0957 57.1017 183.086
86400 62.0693 64.1664 57.1209 183.357
86500 62.325 64.2151 57.193 183.733
86600 62.311 64.29 57.2992 183.9
86700 62.3483 64.4079 57.4021 184.158
86800 62.4333 64.6104 57.5502 184.594
86900 62.5019 64.5949 57.6221 184.719
87000 62.7796 64.6574 57.6312 185.068
87100 63.0488 64.6671 57.5286 185.244
87200 63.047 64.6165 57.4772 185.141
87300 63.1067 64.6944 57.6232 185.424
87400 63.0323 64.8914 57.714 185.638
87500 63.1153 65.0384 57.7272 185.881
87600 63.1057 65.2851 57.6595 186.05
87700 63.1271 65.3016 57.6713 186.1
87800 63.0207 65.3404 57.7262 186.087
87900 63.09 65.5556 57.724 186.37
88000 62.9916 65.689 57.7452 186.426
88100 63.066 65.6349 57.6449 186.346
88200 63.1821 65.6084 57.6988 186.489
88300 63.1118 65.6544 57.808 186.574
88400 63.0597 65.909 57.9362 186.905
88500 63.1649 65.9961 57.987 187.148
88600 63.1701 66.0979 57.9796 187.248
88700 63.1163 66.2133 57.9824 187.312
88800 63.2357 66.1154 58.1126 187.464
88900 63.4222 66.3726 58.2271 188.022
89000 63.4943 66.5618 58.3899 188.446
89100 63.6132 66.6019 58.4556 188.671
89200 63.7308 66.7323 58.4387 188.902
89300 63.8322 66.7444 58.5906 189.167
89400 63.934 66.9881 58.7141 189.636
89500 64.0257 66.837 58.7241 189.587
89600 64.1066 67 58.9046 190.011
89700 64.1805 67.2328 59.2212 190.635
89800 64.2697 67.346 59.3399 190.956
89900 64.2693 67.3046 59.4789 191.053
90000 64.318 67.3536 59.7226 191.394
90100 64.4041 67.4218 59.7922 191.618
90200 64.5762 67.5777 59.8697 192.024
90300 64.6964 67.8301 59.8778 192.404
90400 64.7736 68.0104 59.9588 192.743
90500 64.8445 68.1916 60.1007 193.137
90600 64.8996 68.3381 60.0451 193.283
90700 65.0839 68.3548 60.1103 193.549
90800 65.0092 68.3955 60.1555 193.56
90900 64.9854 68.5523 60.3262 193.864
91000 65.1394 68.6264 60.3381 194.104
91100 65.0823 68.6618 60.4497 194.194
91200 65.1377 68.7855 60.591 194.514
91300 65.1146 68.7899 60.4349 194.339
91400 65.2046 69.0629 60.5713 194.839
91500 65.2134 69.0315 60.6451 194.89
91600 65.3788 69.0051 60.7679 195.152
91700 65.4485 68.7924 60.6762 194.917
91800 65.4025 68.985 60.8416 195.229
91900 65.3305 69.167 60.9064 195.404
92000 65.2055 69.2056 60.9499 195.361
92100 65.2747 69.2915 61.0728 195.639
92200 65.2973 69.4962 61.2685 196.062
92300 65.3997 69.5281 61.4244 196.352
92400 65.3794 69.5298 61.5442 196.453
92500 65.3455 69.5876 61.5953 196.528
92600 65.3964 69.4846 61.6322 196.513
92700 65.5584 69.521 61.6801 196.759
92800 65.5402 69.605 61.6581 196.803
92900 65.6759 69.6161 61.6383 196.93
93000 65.6194 69.669 61.4837 196.772
93100 65.6507 69.7469 61.6856 197.083
93200 65.8146 69.9582 61.7115 197.484
93300 65.7877 70.0608 61.8327 197.681
93400 65.9309 70.2846 61.9902 198.206
93500 65.9433 70.2435 61.9753 198.162
93600 66.0275 70.3937 61.9145 198.336
93700 66.2521 70.4503 62.0252 198.728
93800 66.3595 70.3785 62.1501 198.888
93900 66.6231 70.4757 62.3985 199.497
94000 66.7219 70.5576 62.6073 199.887
94100 66.8287 70.6257 62.476 199.93
94200 66.9019 70.7232 62.6448 200.27
94300 67.0421 70.9366 62.7327 200.711
94400 67.007 70.9573 62.8206 200.785
94500 67.1603 71.0566 62.9728 201.19
94600 67.1922 71.1184 63.0107 201.321
94700 67.215 71.0295 63.0955 201.34
94800 67.2218 71.1073 63.2037 201.533
94900 67.3449 70.9672 63.2625 201.575
95000 67.2983 70.9289 63.431 201.658
95100 67.4967 71.0267 63.5328 202.056
95200 67.6083 71.1264 63.642 202.377
95300 67.7322 71.1627 63.7529 202.648
95400 67.8108 71.3864 63.7696 202.967
95500 67.9536 71.4347 63.98 203.368
95600 68.0759 71.3903 64.0734 203.54
95700 68.1162 71.3664 64.3262 203.809
95800 68.1564 71.4951 64.4046 204.056
95900 68.1852 71.6568 64.4113 204.253
96000 68.2801 71.8652 64.4348 204.58
96100 68.2658 71.9372 64.4084 204.611
96200 68.3221 71.9285 64.4239 204.675
96300 68.2306 72.0371 64.5162 204.784
96400 68.1173 71.9624 64.5455 204.625
96500 68.088 72.0086 64.6821 204.779
96600 67.9586 72.0626 64.893 204.914
96700 68.1038 72.0992 65.0726 205.276
96800 68.1862 72.0066 64.9546 205.148
96900 68.2939 72.0331 65.1741 205.501
97000 68.2168 72.0874 65.3733 205.677
97100 68.2743 72.1132 65.5138 205.901
97200 68.3783 72.1703 65.6519 206.2
97300 68.5016 72.2196 65.8008 206.522
97400 68.52 72.2488 65.909 206.678
97500 68.5458 72.0587 66.0878 206.692
97600 68.5352 72.0772 66.2241 206.836
97700 68.5862 72.0574 66.1709 206.815
97800 68.6771 72.1002 66.1518 206.929
97900 68.6833 72.2114 66.2492 207.144
98000 68.8458 72.2718 66.2548 207.372
98100 68.8381 72.4026 66.2632 207.504
98200 68.8782 72.4724 66.4431 207.794
98300 69.0362 72.5063 66.5823 208.125
98400 69.1137 72.4506 66.6235 208.188
98500 69.1137 72.4796 66.6856 208.279
98600 69.2701 72.5682 66.7242 208.562
98700 69.3082 72.7693 66.8789 208.956
98800 69.3844 72.9506 66.8235 209.159
98900 69.5898 72.84 67.02 209.45
99000 69.5697 72.8228 67.1027 209.495
99100 69.6605 72.9029 67.1884 209.752
99200 69.6626 73.1395 67.2732 210.075
99300 69.7679 73.2993 67.2174 210.285
99400 69.8436 73.4021 67.2603 210.506
99500 70.0615 73.5498 67.3524 210.964
99600 70.244 73.6066 67.4527 211.303
99700 70.2782 73.7609 67.4862 211.525
99800 70.3223 73.7434 67.5772 211.643
99900 70.5033 73.8636 67.7255 212.092
100000 70.5571 73.9773 67.9241 212.459
100100 70.6893 74.1747 68.0105 212.874
100200 70.6922 74.2626 68.0247 212.98
100300 70.535 74.3129 68.0951 212.943
100400 70.5506 74.3075 67.9848 212.843
100500 70.6402 74.5407 68.1581 213.339
100600 70.6542 74.6953 68.1788 213.528
100700 70.7313 74.7244 68.2012 213.657
100800 70.8841 74.8483 68.2409 213.973
100900 70.7962 74.9105 68.1585 213.865
101000 71.0339 74.8884 68.2064 214.129
101100 71.1062 74.9085 68.334 214.349
101200 70.9885 74.7924 68.3205 214.101
101300 71.1085 74.9082 68.7475 214.764
101400 71.0643 74.9168 68.9277 214.909
101500 71.1545 74.9573 68.8877 214.999
101600 71.139 74.9567 68.8083 214.904
101700 71.4102 74.8766 68.9045 215.191
101800 71.4602 74.8752 68.9684 215.304
101900 71.5554 75.0056 68.8882 215.449
102000 71.5022 74.9615 68.9932 215.457
102100 71.4998 75.0905 69.1795 215.77
102200 71.5818 75.0484 69.4278 216.058
102300 71.5451 75.1894 69.5462 216.281
102400 71.6301 75.2144 69.6589 216.503
102500 71.7775 75.3071 69.8959 216.98
102600 71.8158 75.4543 69.92 217.19
102700 71.9726 75.3694 70.0494 217.391
102800 72.001 75.4228 70.1585 217.582
102900 72.1575 75.4228 70.0373 217.618
103000 72.2738 75.429 70.0654 217.768
103100 72.3139 75.3913 70.1634 217.869
103200 72.3782 75.4557 70.1705 218.004
103300 72.515 75.4082 70.3164 218.24
103400 72.6606 75.4285 70.5406 218.63
103500 72.8402 75.6046 70.5967 219.041
103600 72.7727 75.7698 70.5168 219.059
103700 72.7417 76.0547 70.7619 219.558
103800 72.6687 76.029 70.7674 219.465
103900 72.8155 76.1832 70.7192 219.718
104000 72.9193 76.3571 70.8414 220.118
104100 73.0006 76.4821 71.0683 220.551
104200 73.1588 76.5259 71.0402 220.725
104300 73.3202 76.6698 71.153 221.143
104400 73.3992 76.7419 71.3667 221.508
104500 73.3861 76.7643 71.3478 221.498
104600 73.5834 76.9049 71.3764 221.865
104700 73.6791 76.9453 71.4283 222.053
104800 73.6274 77.069 71.6395 222.336
104900 73.7249 77.0753 71.6627 222.463
105000 73.7331 77.1536 71.6372 222.524
105100 73.6956 77.289 71.6284 222.613
105200 73.7709 77.1255 71.8101 222.707
105300 73.739 77.1552 71.7602 222.654
105400 73.8463 77.2402 71.9052 222.992
105500 73.8381 77.2574 72.0287 223.124
105600 74.0481 77.3921 72.2486 223.689
105700 74.136 77.5136 72.0051 223.655
105800 74.3106 77.6318 72.3165 224.259
105900 74.4529 77.7824 72.3821 224.617
106000 74.3662 77.8602 72.4422 224.669
106100 74.4362 77.9914 72.4176 224.845
106200 74.3423 77.9897 72.2764 224.608
106300 74.404 78.0624 72.3347 224.801
106400 74.627 78.103 72.5016 225.232
106500 74.6648 78.33 72.6007 225.596
106600 74.5953 78.5331 72.4941 225.622
106700 74.7773 78.7369 72.5192 226.033
106800 74.7569 78.9536 72.5273 226.238
106900 74.8568 79.1568 72.6007 226.614
107000 75.0412 79.1719 72.529 226.742
107100 75.1446 79.4658 72.6168 227.227
107200 75.0088 79.5154 72.7302 227.254
107300 75.0723 79.5738 72.733 227.379
107400 75.2298 79.6546 72.8672 227.752
107500 75.2122 79.9307 72.9549 228.098
107600 75.6021 79.8029 73.0459 228.451
107700 75.5276 79.7873 73.1322 228.447
107800 75.5567 79.8127 73.2628 228.632
107900 75.8606 79.6184 73.4343 228.913
108000 75.9723 79.754 73.5312 229.257
108100 76.0327 79.7181 73.6136 229.364
108200 76.1224 79.6307 73.7645 229.518
108300 76.0625 79.5523 73.7773 229.392
108400 76.3131 79.6347 73.8302 229.778
108500 76.44 79.7795 74.0097 230.229
108600 76.597 79.7557 73.9119 230.265
108700 76.6289 79.9102 73.8823 230.421
108800 76.7043 79.9816 73.8656 230.551
108900 76.8154 79.9693 74.0542 230.839
109000 77.029 80.0073 73.933 230.969
109100 77.0693 80.0076 73.9126 230.99
109200 77.1154 80.1419 73.8723 231.13
109300 77.2174 80.2094 74.0469 231.474
109400 77.253 80.2985 73.9642 231.516
109500 77.4403 80.3252 73.9712 231.737
109600 77.5009 80.4112 74.0745 231.987
109700 77.5543 80.5703 74.035 232.16
109800 77.5847 80.8302 74.1059 232.521
109900 77.6072 80.7822 74.0609 232.45
110000 77.7707 80.8403 74.2374 232.848
110100 77.7989 80.7149 74.3292 232.843
110200 77.9 80.7819 74.4371 233.119
110300 78.01 80.7118 74.4437 233.165
110400 78.1649 80.8327 74.6695 233.667
110500 78.2364 80.8967 74.6464 233.779
110600 78.2773 80.9959 74.662 233.935
110700 78.4403 81.0295 74.8717 234.342
110800 78.4473 81.0534 74.9782 234.479
110900 78.5508 81.0528 75.0155 234.619
111000 78.6688 81.2089 75.1956 235.073
111100 78.7766 81.3374 75.2519 235.366
111200 78.907 81.3705 75.1492 235.427
111300 79.0538 81.412 75.1152 235.581
111400 79.2114 81.5263 75.0788 235.817
111500 79.035 81.698 75.0294 235.762
111600 79.0405 81.8192 75.1283 235.988
111700 78.8727 81.9141 75.4573 236.244
111800 78.7719 81.8745 75.5798 236.226
111900 78.8378 81.7926 75.7859 236.416
112000 78.7144 81.9207 75.8898 236.525
112100 78.7641 81.8457 76.0179 236.628
112200 78.6344 81.9312 76.0468 236.612
112300 78.4858 81.8769 75.9849 236.348
112400 78.4909 81.6743 76.0381 236.203
112500 78.3818 81.8384 76.0888 236.309
112600 78.4287 81.8448 75.999 236.273
112700 78.5062 81.7546 76.0274 236.288
112800 78.5745 81.8188 76.3602 236.753
112900 78.4634 81.9317 76.5574 236.952
113000 78.5977 81.9919 76.634 237.224
113100 78.6318 82.2222 76.7163 237.57
113200 78.8027 82.1268 76.8115 237.741
113300 78.8366 82.1008 77.0129 237.95
113400 78.9214 82.2159 77.1561 238.293
113500 79.1446 82.3077 77.3049 238.757
113600 79.222 82.4505 77.3634 239.036
113700 79.3644 82.4192 77.4164 239.2
113800 79.4053 82.5264 77.5169 239.449
113900 79.6107 82.5526 77.6192 239.782
114000 79.6495 82.6511 77.6727 239.973
114100 79.7976 82.8467 77.7472 240.392
114200 79.858 82.8981 77.7783 240.534
114300 79.8192 82.9117 77.8129 240.544
114400 79.848 83.0288 77.8952 240.772
114500 79.699 83.0579 77.9019 240.659
114600 79.7637 83.0142 77.7374 240.515
114700 79.7901 83.3638 77.8541 241.008
114800 79.8768 83.2137 77.8576 240.948
114900 79.8006 83.3234 77.9725 241.097
115000 79.784 83.1931 77.8845 240.862
115100 79.8839 83.3941 77.997 241.275
115200 79.8931 83.5723 77.8468 241.312
115300 79.9747 83.7394 77.7575 241.472
115400 80.0258 83.8541 77.8534 241.733
115500 80.2343 83.8352 77.9864 242.056
115600 80.37 83.9423 78.1222 242.434
115700 80.271 84.15 78.1277 242.549
115800 80.4195 84.3396 78.4552 243.214
115900 80.4582 84.5684 78.5091 243.536
116000 80.4017 84.7 78.525 243.627
116100 80.4391 84.789 78.6675 243.896
116200 80.5738 84.7354 78.5584 243.868
116300 80.6777 84.7818 78.4738 243.933
116400 80.7185 85.0052 78.6411 244.365
116500 80.5446 84.9723 78.756 244.273
116600 80.4519 84.8175 78.7731 244.042
116700 80.5578 84.9933 78.7577 244.309
116800 80.6261 85.2162 78.8859 244.728
116900 80.6146 85.1067 79.0021 244.723
117000 80.6725 84.9778 79.0639 244.714
117100 80.7585 85.1319 79.0716 244.962
117200 80.9009 85.3493 79.1601 245.41
117300 81.0042 85.4195 79.2241 245.648
117400 81.0035 85.44 79.3135 245.757
117500 81.0959 85.4523 79.309 245.857
117600 81.1955 85.6315 79.5297 246.357
117700 81.0663 85.7271 79.6524 246.446
117800 81.107 85.881 79.731 246.719
117900 81.2395 85.9628 79.8049 247.007
118000 81.3264 86.2035 80.019 247.549
118100 81.2197 86.3847 79.9258 247.53
118200 81.3935 86.3503 80.0082 247.752
118300 81.4886 86.2806 80.0461 247.815
118400 81.6217 86.2639 80.1416 248.027
118500 81.6657 86.4254 80.1381 248.229
118600 81.8665 86.4618 80.2661 248.594
118700 81.8674 86.4965 80.1228 248.487
118800 81.9806 86.5877 80.2939 248.862
118900 81.9828 86.7215 80.4297 249.134
119000 81.8519 86.8241 80.5939 249.27
119100 81.9307 86.9497 80.5707 249.451
119200 82.052 87.1112 80.6608 249.824
119300 82.2056 87.1554 80.6465 250.008
119400 82.3554 87.3716 80.6615 250.389
119500 82.4353 87.4289 80.8697 250.734
119600 82.4642 87.5934 81.0978 251.155
119700 82.7213 87.5146 81.1868 251.423
119800 82.7426 87.4792 81.3207 251.542
119900 82.6288 87.464 81.3528 251.446
120000 82.677 87.7004 81.3292 251.707
120100 82.8423 87.6614 81.2974 251.801
120200 82.7556 87.7139 81.4681 251.938
120300 82.9262 87.7787 81.6512 252.356
120400 82.866 87.7416 81.7907 252.398
120500 82.9559 87.7056 81.7563 252.418
120600 82.8974 87.84 81.9095 252.647
120700 83.0417 87.9883 82.0427 253.073
120800 83.0303 88.1973 82.0553 253.283
120900 83.0992 88.1703 82.0598 253.329
121000 83.2805 88.1028 82.0899 253.473
121100 83.2482 88.2409 82.2107 253.7
121200 83.3813 88.3599 82.2657 254.007
121300 83.307 88.3516 82.41 254.069
121400 83.2338 88.4171 82.4472 254.098
121500 83.2667 88.6239 82.2647 254.155
121600 83.4045 88.7235 82.2698 254.398
121700 83.5915 88.8543 82.5121 254.958
121800 83.6915 88.8459 82.5177 255.055
121900 83.7648 88.8617 82.5958 255.222
122000 84.0632 89.1389 82.5675 255.769
122100 84.2537 89.0905 82.677 256.021
122200 84.2545 89.1549 82.682 256.091
122300 84.3382 89.2954 82.9157 256.549
122400 84.5993 89.3567 82.8809 256.837
122500 84.8391 89.4074 83.0292 257.276
122600 84.9055 89.5158 83.104 257.525
122700 84.9918 89.6464 83.2625 257.901
122800 85.1743 89.6803 83.3748 258.229
122900 85.0913 89.8017 83.5439 258.437
123000 85.1049 89.8961 83.5319 258.533
123100 85.0355 89.9816 83.6519 258.669
123200 84.9203 90.1848 83.6305 258.736
123300 84.9657 90.2731 83.8238 259.063
123400 84.8759 90.4389 83.8112 259.126
123500 84.8467 90.4588 83.7755 259.081
123600 84.9741 90.6337 83.9663 259.574
123700 85.0721 90.5387 83.9176 259.528
123800 85.0595 90.5938 84.1008 259.754
123900 85.1133 90.4442 84.0608 259.618
124000 85.1298 90.6132 83.9732 259.716
124100 85.3284 90.7686 83.9987 260.096
124200 85.308 90.7961 84.1372 260.241
124300 85.434 90.7021 84.2073 260.343
124400 85.5674 90.7655 84.3322 260.665
124500 85.7281 90.8368 84.1987 260.764
124600 86.0179 90.9391 84.1808 261.138
124700 86.0366 90.9052 84.2589 261.201
124800 86.1683 91.0782 84.4791 261.726
124900 86.2555 91.1462 84.4839 261.886
125000 86.3491 91.2439 84.5669 262.16
125100 86.4406 91.3685 84.6315 262.441
