time                 x                    y                    z                    total               
534.000000           30.311395            29.668380            26.145902            86.125677           
535.000000           30.375331            29.722602            26.195319            86.293251           
536.000000           30.438140            29.777377            26.244895            86.460412           
537.000000           30.500830            29.832710            26.294996            86.628536           
538.000000           30.562707            29.887022            26.345881            86.795609           
539.000000           30.624505            29.941994            26.396775            86.963275           
540.000000           30.687738            29.997008            26.446545            87.131292           
541.000000           30.750693            30.053233            26.496425            87.300351           
542.000000           30.812349            30.108469            26.547010            87.467827           
543.000000           30.873299            30.163793            26.598229            87.635320           
544.000000           30.934578            30.219301            26.649350            87.803229           
545.000000           30.996175            30.274719            26.699832            87.970726           
546.000000           31.056852            30.330993            26.750973            88.138818           
547.000000           31.117237            30.386275            26.802303            88.305815           
548.000000           31.176721            30.441964            26.852944            88.471628           
549.000000           31.236279            30.499310            26.903403            88.638992           
550.000000           31.295608            30.556786            26.953748            88.806142           
551.000000           31.353325            30.614293            27.005333            88.972951           
552.000000           31.411009            30.671963            27.059163            89.142135           
553.000000           31.468114            30.728850            27.114021            89.310985           
554.000000           31.526381            30.785523            27.169751            89.481655           
555.000000           31.584150            30.842940            27.225667            89.652758           
556.000000           31.642809            30.900455            27.280966            89.824230           
557.000000           31.703548            30.958874            27.336687            89.999109           
558.000000           31.763922            31.017419            27.393126            90.174467           
559.000000           31.824014            31.076492            27.450102            90.350608           
560.000000           31.884898            31.135930            27.505854            90.526682           
561.000000           31.946248            31.194114            27.559993            90.700355           
562.000000           32.007396            31.250963            27.614902            90.873261           
563.000000           32.069712            31.307228            27.671179            91.048119           
564.000000           32.131540            31.362953            27.727383            91.221876           
565.000000           32.193055            31.417974            27.783414            91.394442           
566.000000           32.253012            31.472987            27.838162            91.564162           
567.000000           32.312956            31.528663            27.891355            91.732974           
568.000000           32.372223            31.583558            27.944560            91.900341           
569.000000           32.431831            31.640913            27.998829            92.071573           
570.000000           32.490975            31.699099            28.052366            92.242441           
571.000000           32.550780            31.755174            28.105768            92.411722           
572.000000           32.609794            31.811268            28.159406            92.580467           
573.000000           32.667758            31.866848            28.212261            92.746867           
574.000000           32.725280            31.921566            28.264984            92.911830           
575.000000           32.784081            31.977757            28.318419            93.080256           
576.000000           32.841852            32.034204            28.370644            93.246700           
577.000000           32.901038            32.089743            28.423021            93.413802           
578.000000           32.958834            32.145044            28.476126            93.580004           
579.000000           33.016050            32.199892            28.529350            93.745292           
580.000000           33.073888            32.254228            28.581499            93.909616           
581.000000           33.132448            32.308481            28.634009            94.074939           
582.000000           33.191123            32.362801            28.685623            94.239546           
583.000000           33.249050            32.417972            28.737265            94.404287           
584.000000           33.307378            32.472530            28.787911            94.567820           
585.000000           33.365379            32.526597            28.838070            94.730046           
586.000000           33.426555            32.581359            28.886893            94.894808           
587.000000           33.486620            32.637045            28.936130            95.059795           
588.000000           33.545839            32.692056            28.984560            95.222456           
589.000000           33.605029            32.746923            29.033964            95.385916           
590.000000           33.663763            32.800412            29.083595            95.547769           
591.000000           33.720692            32.853068            29.133415            95.707175           
592.000000           33.778176            32.904782            29.182743            95.865701           
593.000000           33.835301            32.955102            29.232275            96.022678           
594.000000           33.893745            33.005156            29.282184            96.181085           
595.000000           33.951844            33.055362            29.332017            96.339223           
596.000000           34.009778            33.106519            29.381538            96.497835           
597.000000           34.069576            33.157466            29.431178            96.658220           
598.000000           34.129908            33.209409            29.480018            96.819334           
599.000000           34.189706            33.261463            29.528406            96.979576           
600.000000           34.248681            33.313767            29.575337            97.137785           
601.000000           34.307257            33.365124            29.622315            97.294697           
602.000000           34.365446            33.415323            29.667467            97.448236           
603.000000           34.421957            33.465628            29.713561            97.601146           
604.000000           34.479826            33.513017            29.758670            97.751513           
605.000000           34.536972            33.558773            29.805277            97.901022           
606.000000           34.592601            33.604503            29.853043            98.050147           
607.000000           34.649510            33.649942            29.901509            98.200961           
608.000000           34.707019            33.695760            29.950362            98.353141           
609.000000           34.763926            33.741416            29.998123            98.503465           
610.000000           34.819775            33.788141            30.045661            98.653577           
611.000000           34.874300            33.834949            30.093208            98.802457           
612.000000           34.927837            33.879968            30.139957            98.947762           
613.000000           34.978455            33.927054            30.185380            99.090889           
614.000000           35.029760            33.973584            30.230657            99.234001           
615.000000           35.081281            34.020433            30.277071            99.378785           
616.000000           35.130683            34.067512            30.324654            99.522849           
617.000000           35.179874            34.113962            30.372121            99.665958           
618.000000           35.228956            34.159436            30.418419            99.806812           
619.000000           35.278282            34.204555            30.466329            99.949165           
620.000000           35.325976            34.248820            30.513837            100.088633          
621.000000           35.372967            34.292630            30.561540            100.227137          
622.000000           35.420815            34.337195            30.608281            100.366291          
623.000000           35.468102            34.383331            30.655857            100.507291          
624.000000           35.515640            34.430347            30.703137            100.649124          
625.000000           35.564169            34.477545            30.751163            100.792878          
626.000000           35.612160            34.526110            30.797931            100.936201          
627.000000           35.660913            34.573738            30.844294            101.078944          
628.000000           35.710133            34.621226            30.889031            101.220389          
629.000000           35.760051            34.667497            30.934801            101.362348          
630.000000           35.809949            34.715117            30.981735            101.506801          
631.000000           35.860039            34.760707            31.027783            101.648530          
632.000000           35.912508            34.805582            31.073558            101.791648          
633.000000           35.964007            34.850754            31.120747            101.935507          
634.000000           36.014974            34.896140            31.166626            102.077740          
635.000000           36.066803            34.941394            31.213253            102.221449          
636.000000           36.117697            34.987989            31.260303            102.365988          
637.000000           36.167917            35.033690            31.308088            102.509695          
638.000000           36.218118            35.079536            31.357176            102.654830          
639.000000           36.267375            35.125332            31.406203            102.798910          
640.000000           36.318605            35.169931            31.455306            102.943842          
641.000000           36.370064            35.214838            31.504608            103.089510          
642.000000           36.420745            35.260464            31.554461            103.235670          
643.000000           36.471301            35.306851            31.604938            103.383090          
644.000000           36.521224            35.354734            31.655750            103.531709          
645.000000           36.571523            35.402278            31.705742            103.679543          
646.000000           36.620904            35.449648            31.755225            103.825777          
647.000000           36.670861            35.497755            31.804020            103.972636          
648.000000           36.721464            35.545472            31.853421            104.120357          
649.000000           36.772459            35.595710            31.902287            104.270456          
650.000000           36.823294            35.645920            31.950997            104.420212          
651.000000           36.874900            35.695782            32.000240            104.570922          
652.000000           36.928471            35.746522            32.051429            104.726422          
653.000000           36.982818            35.795582            32.102931            104.881331          
654.000000           37.037426            35.841999            32.153456            105.032881          
655.000000           37.094311            35.887802            32.204213            105.186327          
656.000000           37.151428            35.934803            32.255324            105.341556          
657.000000           37.209310            35.983114            32.306317            105.498740          
658.000000           37.266434            36.032500            32.357331            105.656265          
659.000000           37.324600            36.082988            32.408470            105.816058          
660.000000           37.384317            36.133543            32.461082            105.978942          
661.000000           37.444225            36.184320            32.513581            106.142126          
662.000000           37.504624            36.233614            32.566803            106.305041          
663.000000           37.564360            36.282819            32.619740            106.466919          
664.000000           37.622408            36.331931            32.671034            106.625372          
665.000000           37.680811            36.381335            32.720728            106.782874          
666.000000           37.737443            36.431378            32.770129            106.938950          
667.000000           37.793947            36.482055            32.818503            107.094504          
668.000000           37.851271            36.531798            32.866304            107.249373          
669.000000           37.907413            36.582204            32.913278            107.402895          
670.000000           37.961385            36.636164            32.960317            107.557866          
671.000000           38.015480            36.689510            33.007640            107.712630          
672.000000           38.071279            36.741111            33.053910            107.866299          
673.000000           38.128348            36.792594            33.100472            108.021414          
674.000000           38.188798            36.846384            33.147119            108.182301          
675.000000           38.248853            36.898618            33.194398            108.341869          
676.000000           38.311744            36.952790            33.243468            108.508002          
677.000000           38.374167            37.005078            33.292348            108.671594          
678.000000           38.437280            37.057750            33.342121            108.837151          
679.000000           38.496048            37.111573            33.393559            109.001180          
680.000000           38.552441            37.164936            33.445506            109.162884          
681.000000           38.608683            37.217250            33.498755            109.324688          
682.000000           38.666926            37.268006            33.549861            109.484792          
683.000000           38.725619            37.317404            33.599759            109.642781          
684.000000           38.785917            37.365537            33.649315            109.800769          
685.000000           38.845634            37.414715            33.698006            109.958354          
686.000000           38.904516            37.465789            33.747873            110.118177          
687.000000           38.964466            37.518241            33.797797            110.280504          
688.000000           39.024170            37.570933            33.848257            110.443361          
689.000000           39.082423            37.625678            33.899346            110.607447          
690.000000           39.141965            37.681139            33.950970            110.774073          
691.000000           39.202818            37.737976            34.002278            110.943072          
692.000000           39.261879            37.794829            34.054295            111.111003          
693.000000           39.319695            37.853942            34.105060            111.278697          
694.000000           39.376335            37.912262            34.156705            111.445303          
695.000000           39.433270            37.971281            34.208128            111.612679          
696.000000           39.490866            38.028668            34.261243            111.780777          
697.000000           39.548416            38.083787            34.313627            111.945830          
698.000000           39.603999            38.139774            34.365761            112.109534          
699.000000           39.661830            38.196571            34.418608            112.277008          
700.000000           39.721387            38.254102            34.471662            112.447150          
701.000000           39.781118            38.312276            34.524165            112.617559          
702.000000           39.841031            38.370567            34.578046            112.789644          
703.000000           39.900754            38.430857            34.633692            112.965303          
704.000000           39.961067            38.491739            34.689430            113.142236          
705.000000           40.020884            38.551196            34.742992            113.315072          
706.000000           40.082451            38.611297            34.794281            113.488030          
707.000000           40.142917            38.671871            34.843982            113.658769          
708.000000           40.203231            38.731424            34.895432            113.830087          
709.000000           40.265290            38.787316            34.947625            114.000231          
710.000000           40.327013            38.843134            34.999567            114.169713          
711.000000           40.386255            38.902098            35.051973            114.340326          
712.000000           40.445492            38.962780            35.103386            114.511657          
713.000000           40.503719            39.022509            35.154738            114.680966          
714.000000           40.561482            39.081370            35.205545            114.848397          
715.000000           40.618729            39.139956            35.256326            115.015012          
716.000000           40.675319            39.197652            35.308124            115.181095          
717.000000           40.728888            39.257158            35.359257            115.345304          
718.000000           40.779376            39.318920            35.412321            115.510618          
719.000000           40.829869            39.380362            35.465761            115.675992          
720.000000           40.881629            39.442636            35.517887            115.842151          
721.000000           40.931566            39.504594            35.569540            116.005700          
722.000000           40.981355            39.564329            35.621046            116.166729          
723.000000           41.033205            39.624995            35.674551            116.332750          
724.000000           41.085497            39.684277            35.731814            116.501587          
725.000000           41.138605            39.741605            35.788393            116.668604          
726.000000           41.193072            39.798575            35.843718            116.835365          
727.000000           41.247738            39.853769            35.899449            117.000955          
728.000000           41.301522            39.909088            35.955193            117.165803          
729.000000           41.357004            39.966802            36.011746            117.335553          
730.000000           41.413559            40.024330            36.066080            117.503970          
731.000000           41.470755            40.083617            36.119086            117.673459          
732.000000           41.529317            40.139932            36.171266            117.840516          
733.000000           41.587310            40.197061            36.222304            118.006674          
734.000000           41.643249            40.254118            36.276250            118.173617          
735.000000           41.700122            40.310775            36.328884            118.339781          
736.000000           41.756678            40.368909            36.381901            118.507489          
737.000000           41.814312            40.427747            36.434505            118.676564          
738.000000           41.871199            40.488956            36.490184            118.850338          
739.000000           41.926990            40.549565            36.545477            119.022032          
740.000000           41.983054            40.609110            36.599157            119.191321          
741.000000           42.038787            40.669250            36.651177            119.359214          
742.000000           42.096485            40.730447            36.701402            119.528334          
743.000000           42.152812            40.792731            36.750730            119.696273          
744.000000           42.208977            40.854792            36.798983            119.862752          
745.000000           42.263899            40.916490            36.846983            120.027373          
746.000000           42.319291            40.978901            36.897243            120.195435          
747.000000           42.374534            41.041153            36.947731            120.363419          
748.000000           42.432496            41.103717            36.999193            120.535406          
749.000000           42.490942            41.166161            37.049501            120.706604          
750.000000           42.549218            41.228336            37.099732            120.877286          
751.000000           42.606089            41.289699            37.150592            121.046380          
752.000000           42.662681            41.352855            37.199116            121.214652          
753.000000           42.719374            41.420069            37.246709            121.386153          
754.000000           42.775114            41.487772            37.297391            121.560277          
755.000000           42.831092            41.557646            37.348308            121.737046          
756.000000           42.886533            41.629280            37.400338            121.916150          
757.000000           42.940328            41.700388            37.451949            122.092666          
758.000000           42.994125            41.771988            37.503179            122.269292          
759.000000           43.046253            41.842645            37.557789            122.446687          
760.000000           43.097221            41.914222            37.610064            122.621507          
761.000000           43.149665            41.985480            37.661509            122.796654          
762.000000           43.200990            42.056734            37.713285            122.971008          
763.000000           43.251768            42.127261            37.765554            123.144582          
764.000000           43.302062            42.196614            37.819524            123.318200          
765.000000           43.352596            42.267259            37.874816            123.494672          
766.000000           43.403031            42.337923            37.930408            123.671362          
767.000000           43.453613            42.406225            37.985216            123.845055          
768.000000           43.503536            42.474052            38.039506            124.017093          
769.000000           43.555600            42.540767            38.092794            124.189162          
770.000000           43.607904            42.606158            38.143932            124.357994          
771.000000           43.656286            42.671444            38.196739            124.524469          
772.000000           43.703036            42.735966            38.249966            124.688968          
773.000000           43.751600            42.797077            38.301628            124.850305          
774.000000           43.801527            42.856972            38.352382            125.010881          
775.000000           43.851003            42.917466            38.402450            125.170919          
776.000000           43.902353            42.980843            38.451446            125.334642          
777.000000           43.952075            43.044829            38.500343            125.497248          
778.000000           44.000504            43.110734            38.549232            125.660470          
779.000000           44.048014            43.178216            38.599367            125.825598          
780.000000           44.091606            43.244197            38.647345            125.983147          
781.000000           44.136093            43.310005            38.694478            126.140576          
782.000000           44.181265            43.377917            38.739844            126.299026          
783.000000           44.228327            43.446443            38.782617            126.457387          
784.000000           44.272116            43.512829            38.821370            126.606316          
785.000000           44.316951            43.580822            38.860883            126.758655          
786.000000           44.362225            43.652638            38.902627            126.917491          
787.000000           44.406408            43.726373            38.945251            127.078032          
788.000000           44.450363            43.802608            38.988061            127.241031          
789.000000           44.493250            43.878093            39.027776            127.399119          
790.000000           44.538659            43.952084            39.067308            127.558051          
791.000000           44.584892            44.022436            39.105382            127.712711          
792.000000           44.632261            44.091267            39.146298            127.869826          
793.000000           44.678561            44.157649            39.182829            128.019039          
794.000000           44.729839            44.225829            39.219252            128.174920          
795.000000           44.783073            44.295486            39.257946            128.336505          
796.000000           44.834589            44.365221            39.296519            128.496329          
797.000000           44.887987            44.435872            39.336817            128.660676          
798.000000           44.944148            44.505418            39.378061            128.827628          
799.000000           45.002331            44.574384            39.421088            128.997803          
800.000000           45.059576            44.643900            39.462783            129.166260          
801.000000           45.113415            44.712109            39.504260            129.329784          
802.000000           45.166933            44.780033            39.546180            129.493146          
803.000000           45.223244            44.849559            39.586344            129.659147          
804.000000           45.277900            44.918208            39.625475            129.821583          
805.000000           45.332177            44.987515            39.662629            129.982320          
806.000000           45.383064            45.055516            39.700776            130.139356          
807.000000           45.438345            45.125020            39.741008            130.304373          
808.000000           45.496225            45.196524            39.786729            130.479478          
809.000000           45.550767            45.271113            39.836248            130.658129          
810.000000           45.609378            45.343865            39.885132            130.838374          
811.000000           45.667063            45.418930            39.936666            131.022658          
812.000000           45.722792            45.493052            39.986146            131.201991          
813.000000           45.777680            45.566255            40.034316            131.378251          
814.000000           45.832865            45.641019            40.085804            131.559688          
815.000000           45.890546            45.714596            40.137658            131.742800          
816.000000           45.947769            45.788730            40.192738            131.929237          
817.000000           46.004900            45.863568            40.247487            132.115955          
818.000000           46.060603            45.938279            40.302835            132.301717          
819.000000           46.117232            46.014565            40.359448            132.491245          
820.000000           46.173854            46.092327            40.415678            132.681858          
821.000000           46.232949            46.172577            40.471278            132.876805          
822.000000           46.295058            46.250796            40.525912            133.071766          
823.000000           46.355224            46.329687            40.579692            133.264604          
824.000000           46.415190            46.408314            40.634442            133.457945          
825.000000           46.475722            46.489151            40.687601            133.652474          
826.000000           46.538279            46.567733            40.738513            133.844525          
827.000000           46.600222            46.646018            40.790122            134.036361          
828.000000           46.662298            46.726968            40.845493            134.234758          
829.000000           46.725921            46.806615            40.901526            134.434062          
830.000000           46.788852            46.883121            40.957292            134.629265          
831.000000           46.847834            46.960194            41.014442            134.822470          
832.000000           46.906845            47.034002            41.071723            135.012570          
833.000000           46.967764            47.109751            41.127859            135.205373          
834.000000           47.026422            47.180451            41.185620            135.392492          
835.000000           47.085369            47.250153            41.244631            135.580153          
836.000000           47.143844            47.318952            41.301052            135.763848          
837.000000           47.206513            47.389111            41.357488            135.953113          
838.000000           47.267674            47.458118            41.413063            136.138855          
839.000000           47.326066            47.526418            41.473048            136.325533          
840.000000           47.388664            47.594374            41.532594            136.515632          
841.000000           47.448145            47.658277            41.588505            136.694927          
842.000000           47.508409            47.719704            41.644577            136.872690          
843.000000           47.569997            47.783089            41.701702            137.054788          
844.000000           47.632939            47.846021            41.758175            137.237135          
845.000000           47.700283            47.907620            41.815400            137.423303          
846.000000           47.767157            47.965873            41.870212            137.603242          
847.000000           47.832708            48.024138            41.925963            137.782808          
848.000000           47.895456            48.082534            41.979638            137.957628          
849.000000           47.953687            48.140228            42.036750            138.130664          
850.000000           48.010854            48.195769            42.094757            138.301380          
851.000000           48.070868            48.255726            42.149256            138.475850          
852.000000           48.130044            48.312165            42.198491            138.640700          
853.000000           48.190089            48.379064            42.243687            138.812840          
854.000000           48.253704            48.445669            42.286709            138.986082          
855.000000           48.317020            48.510049            42.332132            139.159201          
856.000000           48.383327            48.570636            42.378319            139.332282          
857.000000           48.449897            48.631916            42.424494            139.506307          
858.000000           48.518139            48.697923            42.471049            139.687111          
859.000000           48.586882            48.763695            42.514875            139.865452          
860.000000           48.655890            48.826236            42.556805            140.038932          
861.000000           48.721884            48.885458            42.599846            140.207188          
862.000000           48.787079            48.943479            42.645612            140.376171          
863.000000           48.857485            49.001895            42.692229            140.551609          
864.000000           48.927835            49.067522            42.743102            140.738459          
865.000000           48.996469            49.129615            42.793421            140.919505          
866.000000           49.066068            49.189337            42.842247            141.097651          
867.000000           49.134948            49.250547            42.891811            141.277307          
868.000000           49.209739            49.311444            42.943076            141.464259          
869.000000           49.284539            49.370686            42.994905            141.650129          
870.000000           49.366303            49.424447            43.041266            141.832016          
871.000000           49.451616            49.477054            43.087818            142.016488          
872.000000           49.532638            49.526253            43.133560            142.192451          
873.000000           49.610577            49.571487            43.176736            142.358800          
874.000000           49.685228            49.619483            43.222550            142.527261          
875.000000           49.761222            49.669011            43.267133            142.697366          
876.000000           49.834747            49.720297            43.309290            142.864335          
877.000000           49.906425            49.773816            43.352195            143.032435          
878.000000           49.978286            49.828284            43.396439            143.203009          
879.000000           50.052029            49.878346            43.438704            143.369079          
880.000000           50.125879            49.925632            43.482397            143.533909          
881.000000           50.206506            49.975655            43.522870            143.705031          
882.000000           50.290454            50.027404            43.562614            143.880471          
883.000000           50.370113            50.074933            43.604259            144.049305          
884.000000           50.452786            50.125756            43.636155            144.214697          
885.000000           50.532929            50.179547            43.674399            144.386875          
886.000000           50.609004            50.234395            43.715750            144.559149          
887.000000           50.689283            50.289283            43.759290            144.737857          
888.000000           50.769117            50.344183            43.802403            144.915704          
889.000000           50.850785            50.394754            43.850323            145.095862          
890.000000           50.931501            50.444337            43.902509            145.278348          
891.000000           51.012619            50.495664            43.956374            145.464657          
892.000000           51.089533            50.553505            44.011921            145.654959          
893.000000           51.157609            50.611222            44.064835            145.833667          
894.000000           51.220971            50.666889            44.118354            146.006214          
895.000000           51.277378            50.726931            44.168946            146.173255          
896.000000           51.338540            50.786387            44.219953            146.344880          
897.000000           51.397747            50.848850            44.270016            146.516613          
898.000000           51.456213            50.913308            44.324076            146.693597          
899.000000           51.512682            50.978181            44.369596            146.860459          
900.000000           51.568275            51.033899            44.409985            147.012159          
901.000000           51.626952            51.095475            44.451646            147.174073          
902.000000           51.685836            51.162206            44.493258            147.341300          
903.000000           51.740987            51.225458            44.540405            147.506850          
904.000000           51.800643            51.279042            44.587052            147.666737          
905.000000           51.861088            51.331458            44.632725            147.825272          
906.000000           51.913258            51.380567            44.676457            147.970282          
907.000000           51.964989            51.428359            44.728228            148.121575          
908.000000           52.012091            51.488934            44.772908            148.273932          
909.000000           52.067430            51.549975            44.822039            148.439444          
910.000000           52.122293            51.611978            44.873799            148.608069          
911.000000           52.177793            51.674594            44.929260            148.781646          
912.000000           52.226818            51.724906            44.985562            148.937286          
913.000000           52.277280            51.772584            45.042883            149.092747          
914.000000           52.326886            51.818276            45.112176            149.257338          
915.000000           52.372913            51.866859            45.175131            149.414903          
916.000000           52.421184            51.925470            45.229589            149.576243          
917.000000           52.468306            51.983686            45.283746            149.735737          
918.000000           52.512944            52.036535            45.330419            149.879899          
919.000000           52.556376            52.086615            45.384655            150.027646          
920.000000           52.606605            52.138699            45.435602            150.180906          
921.000000           52.660770            52.188789            45.493602            150.343161          
922.000000           52.721803            52.239578            45.546786            150.508167          
923.000000           52.785147            52.289552            45.600525            150.675225          
924.000000           52.852883            52.325963            45.656485            150.835331          
925.000000           52.919250            52.367222            45.715943            151.002416          
926.000000           52.978561            52.404814            45.773956            151.157330          
927.000000           53.031815            52.442190            45.832146            151.306151          
928.000000           53.086466            52.481642            45.881994            151.450101          
929.000000           53.137890            52.525341            45.933545            151.596776          
930.000000           53.184461            52.560314            45.976975            151.721749          
931.000000           53.221979            52.600784            46.012506            151.835269          
932.000000           53.256621            52.641762            46.044718            151.943101          
933.000000           53.280715            52.675419            46.082144            152.038278          
934.000000           53.302212            52.709952            46.117429            152.129593          
935.000000           53.328777            52.732505            46.155591            152.216873          
936.000000           53.359531            52.753376            46.184963            152.297869          
937.000000           53.380471            52.781739            46.215871            152.378081          
938.000000           53.395879            52.792982            46.244509            152.433370          
939.000000           53.409612            52.799864            46.275668            152.485143          
940.000000           53.414864            52.809881            46.308754            152.533500          
941.000000           53.418740            52.808121            46.347206            152.574066          
942.000000           53.436157            52.806510            46.384969            152.627636          
943.000000           53.437188            52.817264            46.426579            152.681031          
944.000000           53.425466            52.832388            46.470517            152.728371          
945.000000           53.421354            52.854491            46.506503            152.782347          
946.000000           53.414531            52.875784            46.555437            152.845752          
947.000000           53.401144            52.900388            46.603198            152.904729          
948.000000           53.388736            52.926547            46.646381            152.961664          
949.000000           53.381694            52.944527            46.681216            153.007438          
950.000000           53.376896            52.965352            46.711671            153.053920          
951.000000           53.374472            52.989765            46.749563            153.113801          
952.000000           53.379277            53.019928            46.784379            153.183584          
953.000000           53.391054            53.043865            46.826151            153.261069          
954.000000           53.423955            53.072051            46.873683            153.369689          
955.000000           53.473710            53.102660            46.916180            153.492551          
956.000000           53.525098            53.134823            46.962848            153.622769          
957.000000           53.584385            53.179132            47.006675            153.770191          
958.000000           53.642401            53.210430            47.056822            153.909653          
959.000000           53.690142            53.235009            47.113360            154.038511          
960.000000           53.734355            53.262322            47.163068            154.159745          
961.000000           53.752669            53.296398            47.198224            154.247291          
962.000000           53.779533            53.337660            47.243675            154.360867          
963.000000           53.801284            53.371953            47.287989            154.461226          
964.000000           53.797904            53.408707            47.324851            154.531462          
965.000000           53.787832            53.453300            47.368854            154.609985          
966.000000           53.786309            53.486094            47.406717            154.679120          
967.000000           53.770407            53.513434            47.446737            154.730579          
968.000000           53.765125            53.548390            47.492139            154.805653          
969.000000           53.779625            53.588812            47.535901            154.904337          
970.000000           53.775520            53.651895            47.575357            155.002771          
971.000000           53.768398            53.702714            47.623440            155.094552          
972.000000           53.756167            53.772536            47.667398            155.196100          
973.000000           53.750298            53.829812            47.705090            155.285199          
974.000000           53.719073            53.871406            47.758075            155.348554          
975.000000           53.684224            53.924081            47.827791            155.436096          
976.000000           53.670978            53.985829            47.887908            155.544715          
977.000000           53.665390            54.030818            47.909091            155.605300          
978.000000           53.670756            54.056255            47.935673            155.662685          
979.000000           53.670864            54.041341            47.963378            155.675583          
980.000000           53.685240            54.073171            47.984522            155.742933          
981.000000           53.705994            54.128750            47.974139            155.808883          
982.000000           53.726695            54.208318            48.002070            155.937083          
983.000000           53.756622            54.267801            48.032707            156.057130          
984.000000           53.772632            54.322307            48.088061            156.183000          
985.000000           53.806657            54.391601            48.126274            156.324532          
986.000000           53.868984            54.465544            48.176634            156.511163          
987.000000           53.942423            54.534768            48.234283            156.711474          
988.000000           54.025795            54.617975            48.255139            156.898909          
989.000000           54.072761            54.687302            48.296998            157.057061          
990.000000           54.094107            54.743739            48.379155            157.217001          
991.000000           54.081832            54.847038            48.450030            157.378900          
992.000000           54.072592            54.959969            48.508909            157.541470          
993.000000           54.067011            55.016300            48.601105            157.684416          
994.000000           54.056633            55.099789            48.784248            157.940670          
995.000000           54.067283            55.177204            49.033726            158.278212          
996.000000           54.074017            55.216991            49.213462            158.504469          
997.000000           54.016483            55.166384            49.338196            158.521063          
998.000000           54.031185            55.015621            49.456392            158.503198          
999.000000           54.148255            54.935098            49.406608            158.489961          
1000.000000          54.273193            55.115004            49.086757            158.474954          
