# time  <Rg>_chains  <Rg^2>_chains
7.560000000000000000e+02 1.083306778486474498e+00 1.238300167057877488e+00
7.580000000000000000e+02 1.057496952842066129e+00 1.177980468389016266e+00
7.600000000000000000e+02 1.086640057858043740e+00 1.240994657346529806e+00
7.620000000000000000e+02 1.078802794355779859e+00 1.237183694751562868e+00
7.640000000000000000e+02 1.089653337726252058e+00 1.279644482782243742e+00
7.660000000000000000e+02 1.086807023886657841e+00 1.260652389229219850e+00
7.680000000000000000e+02 1.066822083449296077e+00 1.208805231205351660e+00
7.700000000000000000e+02 1.080039882851301813e+00 1.243945595960731509e+00
7.720000000000000000e+02 1.109028844809013092e+00 1.308020879673819081e+00
7.740000000000000000e+02 1.105956388978651006e+00 1.285992224097828540e+00
7.760000000000000000e+02 1.104547804262697941e+00 1.296946296265518939e+00
7.780000000000000000e+02 1.071760634316082150e+00 1.229865461979516184e+00
7.800000000000000000e+02 1.074701748754530506e+00 1.229970652885169713e+00
7.820000000000000000e+02 1.067868464646612336e+00 1.208031194287107368e+00
7.840000000000000000e+02 1.082189040697137727e+00 1.248969760147046415e+00
7.860000000000000000e+02 1.131467225551847422e+00 1.352591726323915111e+00
7.880000000000000000e+02 1.134093635704265024e+00 1.369145674726622630e+00
7.900000000000000000e+02 1.124132410811237159e+00 1.347235465962249634e+00
7.920000000000000000e+02 1.140024250131869366e+00 1.383693823429680947e+00
7.940000000000000000e+02 1.157238701130373526e+00 1.426078114620503712e+00
7.960000000000000000e+02 1.142136866508510096e+00 1.402565224998989279e+00
7.980000000000000000e+02 1.121337973795795584e+00 1.355148495504911565e+00
8.000000000000000000e+02 1.109345157585651442e+00 1.321358280696658838e+00
8.020000000000000000e+02 1.123519352289410911e+00 1.364058147289160416e+00
8.040000000000000000e+02 1.147434151714122441e+00 1.412818001111221022e+00
8.060000000000000000e+02 1.147381974366733504e+00 1.420724528938382747e+00
8.080000000000000000e+02 1.146545601300352102e+00 1.397462366373977360e+00
8.100000000000000000e+02 1.149011374003378716e+00 1.405205011752176603e+00
8.120000000000000000e+02 1.129865770901394617e+00 1.350429648700011143e+00
8.140000000000000000e+02 1.123296742792501579e+00 1.340283075009166325e+00
8.160000000000000000e+02 1.089728124244789598e+00 1.265878463724234848e+00
8.180000000000000000e+02 1.090028459486186652e+00 1.264961558962006904e+00
8.200000000000000000e+02 1.093295100798957975e+00 1.280885625541220207e+00
8.220000000000000000e+02 1.103770314318636814e+00 1.296858917804607714e+00
8.240000000000000000e+02 1.081064308920872907e+00 1.244494452944168827e+00
8.260000000000000000e+02 1.071313898530107167e+00 1.220862520002098606e+00
8.280000000000000000e+02 1.075470896909155982e+00 1.238258926082162148e+00
8.300000000000000000e+02 1.118569699814283780e+00 1.332179197723108999e+00
8.320000000000000000e+02 1.104367717964733764e+00 1.289353374899913973e+00
8.340000000000000000e+02 1.106521893165353099e+00 1.284394377133574849e+00
8.360000000000000000e+02 1.107075283036780711e+00 1.285723287719067187e+00
8.380000000000000000e+02 1.114728064875778024e+00 1.311579480894831562e+00
8.400000000000000000e+02 1.124437246844731231e+00 1.330298217853933096e+00
8.420000000000000000e+02 1.133104278680889809e+00 1.362031443040971013e+00
8.440000000000000000e+02 1.127362165217824952e+00 1.358075891111539590e+00
8.460000000000000000e+02 1.129895698223498668e+00 1.355326962607163566e+00
8.480000000000000000e+02 1.098816570391107472e+00 1.288885897307286754e+00
8.500000000000000000e+02 1.101884607896429280e+00 1.287352285191143864e+00
8.520000000000000000e+02 1.096955254085017373e+00 1.275111947862740180e+00
8.540000000000000000e+02 1.100834429390608715e+00 1.292283560287621924e+00
8.560000000000000000e+02 1.103739180039014833e+00 1.290574866639268237e+00
8.580000000000000000e+02 1.088939259805659532e+00 1.262649039656034589e+00
8.600000000000000000e+02 1.088061264197207612e+00 1.256052607385543141e+00
8.620000000000000000e+02 1.080596966904589173e+00 1.234379085036106716e+00
8.640000000000000000e+02 1.087118184903238305e+00 1.252986402267262989e+00
8.660000000000000000e+02 1.103963533362397165e+00 1.283064059658903133e+00
8.680000000000000000e+02 1.123199031632248879e+00 1.336970694577948038e+00
8.700000000000000000e+02 1.100293338878447269e+00 1.274467614534309234e+00
8.720000000000000000e+02 1.110911811898110724e+00 1.305422471656818573e+00
8.740000000000000000e+02 1.088324791423501470e+00 1.245609345680955826e+00
8.760000000000000000e+02 1.093230512867152449e+00 1.269483994336610522e+00
8.780000000000000000e+02 1.081665316198195281e+00 1.257085075123679729e+00
8.800000000000000000e+02 1.079594244785534674e+00 1.248911814996692016e+00
8.820000000000000000e+02 1.084573876529989267e+00 1.253977823304355255e+00
8.840000000000000000e+02 1.080000223914031832e+00 1.266975761485866769e+00
8.860000000000000000e+02 1.085446293597183143e+00 1.266082296420727005e+00
8.880000000000000000e+02 1.090246197933334438e+00 1.267067024256185448e+00
8.900000000000000000e+02 1.091326739198640983e+00 1.265549074803018925e+00
8.920000000000000000e+02 1.122824646213873123e+00 1.343414873470209159e+00
8.940000000000000000e+02 1.110555786262902078e+00 1.308248913343483366e+00
8.960000000000000000e+02 1.056711241159529413e+00 1.186935356118922869e+00
8.980000000000000000e+02 1.093736320581858212e+00 1.271912398345723005e+00
9.000000000000000000e+02 1.126764317891586487e+00 1.367046999874736102e+00
9.020000000000000000e+02 1.127800821626080419e+00 1.366011253149551408e+00
9.040000000000000000e+02 1.139502066504544331e+00 1.378080325591160005e+00
9.060000000000000000e+02 1.149844867958766503e+00 1.431038142715593153e+00
9.080000000000000000e+02 1.142615209142016752e+00 1.402277745564234124e+00
9.100000000000000000e+02 1.175836876194108704e+00 1.465328003174411364e+00
9.120000000000000000e+02 1.166191229915500838e+00 1.451520464894343831e+00
9.140000000000000000e+02 1.148684117981528363e+00 1.416492517139605667e+00
9.160000000000000000e+02 1.138348659284615483e+00 1.394406217593509467e+00
9.180000000000000000e+02 1.145772506674831881e+00 1.402689418428789025e+00
9.200000000000000000e+02 1.161452187468952069e+00 1.426444052420050568e+00
9.220000000000000000e+02 1.143879613189499711e+00 1.394466063343859474e+00
9.240000000000000000e+02 1.104472644270001913e+00 1.305088442004974425e+00
9.260000000000000000e+02 1.127393784362397344e+00 1.355459529040267341e+00
9.280000000000000000e+02 1.117922391325569809e+00 1.330557166708821626e+00
9.300000000000000000e+02 1.103628139096383798e+00 1.301871204132977411e+00
9.320000000000000000e+02 1.107142776715321020e+00 1.309033472660289021e+00
9.340000000000000000e+02 1.106714080955947921e+00 1.304052384767942385e+00
9.360000000000000000e+02 1.113731031129967963e+00 1.324402548956221892e+00
9.380000000000000000e+02 1.122497298183262160e+00 1.339916031114080752e+00
9.400000000000000000e+02 1.117305350928842422e+00 1.335954691878127321e+00
9.420000000000000000e+02 1.135900073135602373e+00 1.367926914337568078e+00
9.440000000000000000e+02 1.105869005128413463e+00 1.313941888735051577e+00
9.460000000000000000e+02 1.119099498116292946e+00 1.351327436592656639e+00
9.480000000000000000e+02 1.123828291969278359e+00 1.361640318877796574e+00
9.500000000000000000e+02 1.118788325150029461e+00 1.346851552347786196e+00
9.520000000000000000e+02 1.153061698735416529e+00 1.421584655866663383e+00
9.540000000000000000e+02 1.113840433505020044e+00 1.335218625083038901e+00
9.560000000000000000e+02 1.129182636950835095e+00 1.378234611530242404e+00
9.580000000000000000e+02 1.093711691358398408e+00 1.271725990269434448e+00
9.600000000000000000e+02 1.074405239145366897e+00 1.226337665177428704e+00
9.620000000000000000e+02 1.112449380295657875e+00 1.322062682180217053e+00
9.640000000000000000e+02 1.141195621582415276e+00 1.387947722727989941e+00
9.660000000000000000e+02 1.123724142855689667e+00 1.341344379754701777e+00
9.680000000000000000e+02 1.124622114304849596e+00 1.353627450177439684e+00
9.700000000000000000e+02 1.126842133974014892e+00 1.364230819507879389e+00
9.720000000000000000e+02 1.129574382431007162e+00 1.361396203232919433e+00
9.740000000000000000e+02 1.125791635483699205e+00 1.361973310739541532e+00
9.760000000000000000e+02 1.124105429056765360e+00 1.360133482360275536e+00
9.780000000000000000e+02 1.124458965183384951e+00 1.368806341631849222e+00
9.800000000000000000e+02 1.149556126431366065e+00 1.408102607969555109e+00
9.820000000000000000e+02 1.175052096512873012e+00 1.474687718526359603e+00
9.840000000000000000e+02 1.173824404725208659e+00 1.459348814064620470e+00
9.860000000000000000e+02 1.132847463722103543e+00 1.354993404818765512e+00
9.880000000000000000e+02 1.137669875283213727e+00 1.376600029224858801e+00
9.900000000000000000e+02 1.121366890171689557e+00 1.329964304439361200e+00
9.920000000000000000e+02 1.122455441402085752e+00 1.336572544253657568e+00
9.940000000000000000e+02 1.129492712332839321e+00 1.356248024228651872e+00
9.960000000000000000e+02 1.109944857247885386e+00 1.318302336846773670e+00
9.980000000000000000e+02 1.080002241390644047e+00 1.251469820194259341e+00
1.000000000000000000e+03 1.094090961679063945e+00 1.269082620733115618e+00
1.002000000000000000e+03 1.072440435834368655e+00 1.227588230295685534e+00
1.004000000000000000e+03 1.123187444487639741e+00 1.331318569391491735e+00
1.006000000000000000e+03 1.137089597643507810e+00 1.370186043352923377e+00
1.008000000000000000e+03 1.121794800004029202e+00 1.331158910837194398e+00
1.010000000000000000e+03 1.150005177643093290e+00 1.408063815605368418e+00
1.012000000000000000e+03 1.148254113898541151e+00 1.410984059626446907e+00
1.014000000000000000e+03 1.150855293528471934e+00 1.419942697730506964e+00
1.016000000000000000e+03 1.135065994434457881e+00 1.384900761909383604e+00
1.018000000000000000e+03 1.133240923315912863e+00 1.376205485489450098e+00
1.020000000000000000e+03 1.129941526571178301e+00 1.362419594962492653e+00
1.022000000000000000e+03 1.126229883265936982e+00 1.354776241020273275e+00
1.024000000000000000e+03 1.114423659064708971e+00 1.313671002366779916e+00
1.026000000000000000e+03 1.115074026938229101e+00 1.322413144120718087e+00
1.028000000000000000e+03 1.083378758318064294e+00 1.256649676078300359e+00
1.030000000000000000e+03 1.100215838935447943e+00 1.281983983124748150e+00
1.032000000000000000e+03 1.091456402768042455e+00 1.259212620110970349e+00
1.034000000000000000e+03 1.134640325241046188e+00 1.364581967769305848e+00
1.036000000000000000e+03 1.121099765345380250e+00 1.336492267118709165e+00
1.038000000000000000e+03 1.106151624384134724e+00 1.308593380714754062e+00
1.040000000000000000e+03 1.135349153390611932e+00 1.377259259048500439e+00
1.042000000000000000e+03 1.111624447769621105e+00 1.328125626844657958e+00
1.044000000000000000e+03 1.107959460536004137e+00 1.317569755981786273e+00
1.046000000000000000e+03 1.116332608635569157e+00 1.345694491917214464e+00
1.048000000000000000e+03 1.106556601498698056e+00 1.305907043927099664e+00
1.050000000000000000e+03 1.141986358915809907e+00 1.404865349013530107e+00
1.052000000000000000e+03 1.147545285193029452e+00 1.411024372359459989e+00
1.054000000000000000e+03 1.116455937722904190e+00 1.331753606140544832e+00
1.056000000000000000e+03 1.132531168303465785e+00 1.367938915537367350e+00
1.058000000000000000e+03 1.129113088430204748e+00 1.356593248195347101e+00
1.060000000000000000e+03 1.102829095098733170e+00 1.310235224050988023e+00
1.062000000000000000e+03 1.106742547701437207e+00 1.303222430500278861e+00
1.064000000000000000e+03 1.109361053240031758e+00 1.304578027882769220e+00
1.066000000000000000e+03 1.129440506409267631e+00 1.367084234847570912e+00
1.068000000000000000e+03 1.112084079741758380e+00 1.330987704285499618e+00
1.070000000000000000e+03 1.100410020768004760e+00 1.286165294844758833e+00
1.072000000000000000e+03 1.103614332805772591e+00 1.294749103098618903e+00
1.074000000000000000e+03 1.115094370984363703e+00 1.312594046353822819e+00
1.076000000000000000e+03 1.115135675260218173e+00 1.322076077099106683e+00
1.078000000000000000e+03 1.132245566463763176e+00 1.377278467339294821e+00
1.080000000000000000e+03 1.104126370468353713e+00 1.314242419879603219e+00
1.082000000000000000e+03 1.123339717625593259e+00 1.347162527530473497e+00
1.084000000000000000e+03 1.125838935905491667e+00 1.358798879891525146e+00
1.086000000000000000e+03 1.140522220103730167e+00 1.393055304206846756e+00
1.088000000000000000e+03 1.101348881577413286e+00 1.302354478909085955e+00
1.090000000000000000e+03 1.099342853299204448e+00 1.290815037558415312e+00
1.092000000000000000e+03 1.103880170380223236e+00 1.296580378812272727e+00
1.094000000000000000e+03 1.090036717844074410e+00 1.273515652062751968e+00
1.096000000000000000e+03 1.107223140692088714e+00 1.300965265341675448e+00
1.098000000000000000e+03 1.095233938006579644e+00 1.275526953860358859e+00
1.100000000000000000e+03 1.098194319013281461e+00 1.279891073239550536e+00
1.102000000000000000e+03 1.102991877812949273e+00 1.310679509582129754e+00
1.104000000000000000e+03 1.097784206645968652e+00 1.299849841230424019e+00
1.106000000000000000e+03 1.111173968886112418e+00 1.326491395489160396e+00
1.108000000000000000e+03 1.114723611793866809e+00 1.328895222819220123e+00
1.110000000000000000e+03 1.110362501134249502e+00 1.312097279629975688e+00
1.112000000000000000e+03 1.087375823775257322e+00 1.263681194059618207e+00
1.114000000000000000e+03 1.111447918276913915e+00 1.305177150563197941e+00
1.116000000000000000e+03 1.081024280505857860e+00 1.234866489146213553e+00
1.118000000000000000e+03 1.079102800731212897e+00 1.245224944338122697e+00
1.120000000000000000e+03 1.081384261060943208e+00 1.245381044801808557e+00
1.122000000000000000e+03 1.110247918335434791e+00 1.320574811010970961e+00
1.124000000000000000e+03 1.111648002712623207e+00 1.303520844477180418e+00
1.126000000000000000e+03 1.096770911168191365e+00 1.282349157308004806e+00
1.128000000000000000e+03 1.101140844842668942e+00 1.294710021575086856e+00
1.130000000000000000e+03 1.090525617131271385e+00 1.263331177410154993e+00
1.132000000000000000e+03 1.089510954841284018e+00 1.269746529847150640e+00
1.134000000000000000e+03 1.077237046806767795e+00 1.240868105050706660e+00
1.136000000000000000e+03 1.081236653234447065e+00 1.261454218864464849e+00
1.138000000000000000e+03 1.118027556403149880e+00 1.335545553737267355e+00
1.140000000000000000e+03 1.121057051880236521e+00 1.338777370452520543e+00
1.142000000000000000e+03 1.111581877926922202e+00 1.329723055782530139e+00
1.144000000000000000e+03 1.101661956353451544e+00 1.299420852513975433e+00
1.146000000000000000e+03 1.126395606037731145e+00 1.354954838808586359e+00
1.148000000000000000e+03 1.114029645891609466e+00 1.321348993993913368e+00
1.150000000000000000e+03 1.132262178374770389e+00 1.361048511699785024e+00
1.152000000000000000e+03 1.126605915906613298e+00 1.351989202395214917e+00
1.154000000000000000e+03 1.128479635538045533e+00 1.356871820225601155e+00
1.156000000000000000e+03 1.160491689683754046e+00 1.438976394945534309e+00
1.158000000000000000e+03 1.152927320454470106e+00 1.437924160213492897e+00
1.160000000000000000e+03 1.132478106706710674e+00 1.374197693836581635e+00
1.162000000000000000e+03 1.137311335407402479e+00 1.367554124893461065e+00
1.164000000000000000e+03 1.111068592818736933e+00 1.312160169357756700e+00
1.166000000000000000e+03 1.122555534880987249e+00 1.350210179924628662e+00
1.168000000000000000e+03 1.131331597342401185e+00 1.370775376059967243e+00
1.170000000000000000e+03 1.128039513083146206e+00 1.363083020553053970e+00
1.172000000000000000e+03 1.136486030751522769e+00 1.370460456740412170e+00
1.174000000000000000e+03 1.136178269715866440e+00 1.370044441831673510e+00
1.176000000000000000e+03 1.152059256131437781e+00 1.406873407563429268e+00
1.178000000000000000e+03 1.143927160682237654e+00 1.401183090839252188e+00
1.180000000000000000e+03 1.168859957632390811e+00 1.447956643475549754e+00
1.182000000000000000e+03 1.129599001923454971e+00 1.361802637423632945e+00
1.184000000000000000e+03 1.141117460847922205e+00 1.386137758710708212e+00
1.186000000000000000e+03 1.138722096942355266e+00 1.377416293402342617e+00
1.188000000000000000e+03 1.143664599594233389e+00 1.389789594515004723e+00
1.190000000000000000e+03 1.130649750867131154e+00 1.359580035879618620e+00
1.192000000000000000e+03 1.119326117987808455e+00 1.336156427606924879e+00
1.194000000000000000e+03 1.124562664427997793e+00 1.346935733580494343e+00
1.196000000000000000e+03 1.126073183361953056e+00 1.355680991255871604e+00
1.198000000000000000e+03 1.139454557129355949e+00 1.387429669001472021e+00
1.200000000000000000e+03 1.102774679174594930e+00 1.293818651228724192e+00
1.202000000000000000e+03 1.128125875886303753e+00 1.356700615716889047e+00
1.204000000000000000e+03 1.153862802431863344e+00 1.419013266703977649e+00
1.206000000000000000e+03 1.149706063390398825e+00 1.414462053243095596e+00
1.208000000000000000e+03 1.149024660002765375e+00 1.413082276106592872e+00
1.210000000000000000e+03 1.122983389258994436e+00 1.351520202009417915e+00
1.212000000000000000e+03 1.137218949771159782e+00 1.387274486750962765e+00
1.214000000000000000e+03 1.131504826719667900e+00 1.366320377262404406e+00
1.216000000000000000e+03 1.125791593618413078e+00 1.353824356155822528e+00
1.218000000000000000e+03 1.123648392070931479e+00 1.350328143413337401e+00
1.220000000000000000e+03 1.116269479450214597e+00 1.330508082461767216e+00
1.222000000000000000e+03 1.096320617023210930e+00 1.268737202990049440e+00
1.224000000000000000e+03 1.120673214195474499e+00 1.335084957039580189e+00
1.226000000000000000e+03 1.110344735233133040e+00 1.323153607740509941e+00
1.228000000000000000e+03 1.123018438639750594e+00 1.351594125023803272e+00
1.230000000000000000e+03 1.102991290001373192e+00 1.298950093931708238e+00
1.232000000000000000e+03 1.096327092188508878e+00 1.302685095621587408e+00
1.234000000000000000e+03 1.104179803880246391e+00 1.311978285974225500e+00
1.236000000000000000e+03 1.090580306067792105e+00 1.266706589408311601e+00
1.238000000000000000e+03 1.118311859237102190e+00 1.323794340437538963e+00
1.240000000000000000e+03 1.093376626438424815e+00 1.283146669966455988e+00
1.242000000000000000e+03 1.110466955194767458e+00 1.320748817322996871e+00
1.244000000000000000e+03 1.116972263065242776e+00 1.324812909713823927e+00
1.246000000000000000e+03 1.087022280301714439e+00 1.250742656142566744e+00
1.248000000000000000e+03 1.084283072494152567e+00 1.244489460295419292e+00
1.250000000000000000e+03 1.086520959697740984e+00 1.254483293219777806e+00
1.252000000000000000e+03 1.098035551241166585e+00 1.269222463675687251e+00
1.254000000000000000e+03 1.111018034371393792e+00 1.305288082257559878e+00
1.256000000000000000e+03 1.091182943120998283e+00 1.256746046594440003e+00
1.258000000000000000e+03 1.125737171155781091e+00 1.339519573126832341e+00
1.260000000000000000e+03 1.140504222396503842e+00 1.367645412184973708e+00
1.262000000000000000e+03 1.130167028161420451e+00 1.360312178614396572e+00
1.264000000000000000e+03 1.130566756512894511e+00 1.364617312754477396e+00
1.266000000000000000e+03 1.101983328155503816e+00 1.300184060704140165e+00
1.268000000000000000e+03 1.099897996393274457e+00 1.287396046464122534e+00
1.270000000000000000e+03 1.110710726436054063e+00 1.321975144598487972e+00
1.272000000000000000e+03 1.122693769329295099e+00 1.347749887132856372e+00
1.274000000000000000e+03 1.121672750813732966e+00 1.345565605491000127e+00
1.276000000000000000e+03 1.098728045500538819e+00 1.288176765320036665e+00
1.278000000000000000e+03 1.085151829633182130e+00 1.266347518764673552e+00
1.280000000000000000e+03 1.113228136615887376e+00 1.331043774959280057e+00
1.282000000000000000e+03 1.123966253226009071e+00 1.339301453037869294e+00
1.284000000000000000e+03 1.115365287426049123e+00 1.314190531132565454e+00
1.286000000000000000e+03 1.127288684568500843e+00 1.346900968279451050e+00
1.288000000000000000e+03 1.121030163560462922e+00 1.323032756840474278e+00
1.290000000000000000e+03 1.134669198708884164e+00 1.357791151622855352e+00
1.292000000000000000e+03 1.140865367267553943e+00 1.388691757069633326e+00
1.294000000000000000e+03 1.120937844246707726e+00 1.355842859724649685e+00
1.296000000000000000e+03 1.149316007877788870e+00 1.426391759514093138e+00
1.298000000000000000e+03 1.132875050970767683e+00 1.398157927514951382e+00
1.300000000000000000e+03 1.119758278094056703e+00 1.352780263433276176e+00
1.302000000000000000e+03 1.109006055908962951e+00 1.315224832320499360e+00
1.304000000000000000e+03 1.067416008306047992e+00 1.209729034605119935e+00
1.306000000000000000e+03 1.111799027142511775e+00 1.325491082875631221e+00
1.308000000000000000e+03 1.132408149588595148e+00 1.353858513286034793e+00
1.310000000000000000e+03 1.098219739599528566e+00 1.280499353312837485e+00
1.312000000000000000e+03 1.089840553218316632e+00 1.279649770195906200e+00
1.314000000000000000e+03 1.096164131697823230e+00 1.296468272435632230e+00
1.316000000000000000e+03 1.093783329529438353e+00 1.287706304574433247e+00
1.318000000000000000e+03 1.099659424922126316e+00 1.292975420416963672e+00
1.320000000000000000e+03 1.092832675034314249e+00 1.274706013268184890e+00
1.322000000000000000e+03 1.100584197251069041e+00 1.281548111280915947e+00
1.324000000000000000e+03 1.106147538657126894e+00 1.304973151385800278e+00
1.326000000000000000e+03 1.100712112603302373e+00 1.296263297108911416e+00
1.328000000000000000e+03 1.130016188151193424e+00 1.355406274344309381e+00
1.330000000000000000e+03 1.126428266896574826e+00 1.356296418812895865e+00
1.332000000000000000e+03 1.122550168619821820e+00 1.338977693924837453e+00
1.334000000000000000e+03 1.124636546395038295e+00 1.337366574861023949e+00
1.336000000000000000e+03 1.126878700245003806e+00 1.339093117513661113e+00
1.338000000000000000e+03 1.132313407251892334e+00 1.355872282813850305e+00
1.340000000000000000e+03 1.149189522748241155e+00 1.399074986992678404e+00
1.342000000000000000e+03 1.161592603325330764e+00 1.433238147337560164e+00
1.344000000000000000e+03 1.165634141613227204e+00 1.450132256471741599e+00
1.346000000000000000e+03 1.152319283540056194e+00 1.408098613517134723e+00
1.348000000000000000e+03 1.121235243566208295e+00 1.343855527311328402e+00
1.350000000000000000e+03 1.131548216747558788e+00 1.360194527815517418e+00
1.352000000000000000e+03 1.132037196229533471e+00 1.360596278091721345e+00
1.354000000000000000e+03 1.122556076996897412e+00 1.338825578783012560e+00
1.356000000000000000e+03 1.116915440962714445e+00 1.306929678092116021e+00
1.358000000000000000e+03 1.086188851384554122e+00 1.246433913309241248e+00
1.360000000000000000e+03 1.062922814080059286e+00 1.200314612680669413e+00
1.362000000000000000e+03 1.070501975705706155e+00 1.213073948974933813e+00
1.364000000000000000e+03 1.077519038398706108e+00 1.228213038406030577e+00
1.366000000000000000e+03 1.055419935877395687e+00 1.170112503940888615e+00
1.368000000000000000e+03 1.054649720677148128e+00 1.176756125483072069e+00
1.370000000000000000e+03 1.061083952010244413e+00 1.193053266161845372e+00
1.372000000000000000e+03 1.095541150899454363e+00 1.273681900051649052e+00
1.374000000000000000e+03 1.109684144949242057e+00 1.301963660635621522e+00
1.376000000000000000e+03 1.101755572979304931e+00 1.302374988783730814e+00
1.378000000000000000e+03 1.099920632706690382e+00 1.288661891862521003e+00
1.380000000000000000e+03 1.088653620320831905e+00 1.271596782869462317e+00
1.382000000000000000e+03 1.110564705601729596e+00 1.321207260325609312e+00
1.384000000000000000e+03 1.095308376317526644e+00 1.284134214639333749e+00
1.386000000000000000e+03 1.087206974109427904e+00 1.263418163730458232e+00
1.388000000000000000e+03 1.071322468910128833e+00 1.216279251120402805e+00
1.390000000000000000e+03 1.081867512719113300e+00 1.274652125660548307e+00
1.392000000000000000e+03 1.082803232137993010e+00 1.251617965605714033e+00
1.394000000000000000e+03 1.080082524053674220e+00 1.252653910550169059e+00
1.396000000000000000e+03 1.086568449210732368e+00 1.272490673325652466e+00
1.398000000000000000e+03 1.075369625198447032e+00 1.234688195443943926e+00
1.400000000000000000e+03 1.079762659470419273e+00 1.251029568181076357e+00
1.402000000000000000e+03 1.093596243134847601e+00 1.285198625626987834e+00
1.404000000000000000e+03 1.067567878089866085e+00 1.216120037002678345e+00
1.406000000000000000e+03 1.052535749976294399e+00 1.182917590016938192e+00
1.408000000000000000e+03 1.055438581834824641e+00 1.181187484148701117e+00
1.410000000000000000e+03 1.075264664918374136e+00 1.212202216589304271e+00
1.412000000000000000e+03 1.090497253403752254e+00 1.246466200866180429e+00
1.414000000000000000e+03 1.087873608903229705e+00 1.247056446526190854e+00
1.416000000000000000e+03 1.095054774303272804e+00 1.277637615477400956e+00
1.418000000000000000e+03 1.097313094779766685e+00 1.288053383818338560e+00
1.420000000000000000e+03 1.103095243182200758e+00 1.300034267527934162e+00
1.422000000000000000e+03 1.123325241655173778e+00 1.351512745546953553e+00
1.424000000000000000e+03 1.114316966905986472e+00 1.315979583865894753e+00
1.426000000000000000e+03 1.097632254199271795e+00 1.280377743701174964e+00
1.428000000000000000e+03 1.125890069944516680e+00 1.340420434648626369e+00
1.430000000000000000e+03 1.103729203559361771e+00 1.309626596535517606e+00
1.432000000000000000e+03 1.115280000929478099e+00 1.329275405608001392e+00
1.434000000000000000e+03 1.107225692498431169e+00 1.309195284523896774e+00
1.436000000000000000e+03 1.084640961370999968e+00 1.267580833729262224e+00
1.438000000000000000e+03 1.081720203283527582e+00 1.259092567682030150e+00
1.440000000000000000e+03 1.067679685912605869e+00 1.215813136876230161e+00
1.442000000000000000e+03 1.105870769096206185e+00 1.293725500315931143e+00
1.444000000000000000e+03 1.111019626946997629e+00 1.302295062534557957e+00
1.446000000000000000e+03 1.096322539791420025e+00 1.289087361525758979e+00
1.448000000000000000e+03 1.064372574425890949e+00 1.212275112469399119e+00
1.450000000000000000e+03 1.054284823498573109e+00 1.192148260626524348e+00
1.452000000000000000e+03 1.036498483229488565e+00 1.137680728568041033e+00
1.454000000000000000e+03 1.068614193563214965e+00 1.210532046288193442e+00
1.456000000000000000e+03 1.061801006242626189e+00 1.203250523003626782e+00
1.458000000000000000e+03 1.093429852556025761e+00 1.271118138181009272e+00
1.460000000000000000e+03 1.084846268726188834e+00 1.263537211996663245e+00
1.462000000000000000e+03 1.105950667254832709e+00 1.315287276950778406e+00
1.464000000000000000e+03 1.138570145267675304e+00 1.400346850060685711e+00
1.466000000000000000e+03 1.142439769722977783e+00 1.411064240345998755e+00
1.468000000000000000e+03 1.094560224605564791e+00 1.283151255616525432e+00
1.470000000000000000e+03 1.101480286384337148e+00 1.298309438501641822e+00
1.472000000000000000e+03 1.134229360025816646e+00 1.384436152695446509e+00
1.474000000000000000e+03 1.116180044629628831e+00 1.336091081418350868e+00
1.476000000000000000e+03 1.108131464339797034e+00 1.318076571861857005e+00
1.478000000000000000e+03 1.111764028334427001e+00 1.351079603446565969e+00
1.480000000000000000e+03 1.132039695786197786e+00 1.384081530677175209e+00
1.482000000000000000e+03 1.102245759910926326e+00 1.311571284442985430e+00
1.484000000000000000e+03 1.105649939811092608e+00 1.321901613782911156e+00
1.486000000000000000e+03 1.119750421518369343e+00 1.350304625397146907e+00
1.488000000000000000e+03 1.156275857109372973e+00 1.448274077669246651e+00
1.490000000000000000e+03 1.154097087204073890e+00 1.429642182500696634e+00
1.492000000000000000e+03 1.146233512634859508e+00 1.411810151482425724e+00
1.494000000000000000e+03 1.154788604677021047e+00 1.434608730760199791e+00
1.496000000000000000e+03 1.140604152120075598e+00 1.396229566542174894e+00
1.498000000000000000e+03 1.152145862272084376e+00 1.409357273869822791e+00
1.500000000000000000e+03 1.132151016653177189e+00 1.362178848333828185e+00
1.502000000000000000e+03 1.106994630900299370e+00 1.303045307495130700e+00
1.504000000000000000e+03 1.140369651971938403e+00 1.395840002037212813e+00
1.506000000000000000e+03 1.138857630391091558e+00 1.387452289315241671e+00
1.508000000000000000e+03 1.147687454180143174e+00 1.413882765836866895e+00
1.510000000000000000e+03 1.138527216911500162e+00 1.385907939604756223e+00
1.512000000000000000e+03 1.187697106837432459e+00 1.501597806764705112e+00
1.514000000000000000e+03 1.135368006746732661e+00 1.400400330800511739e+00
1.516000000000000000e+03 1.156824255936198531e+00 1.442460467584774975e+00
1.518000000000000000e+03 1.108759774727860137e+00 1.304959848215036189e+00
1.520000000000000000e+03 1.119337567392861610e+00 1.321176133628691574e+00
1.522000000000000000e+03 1.139979572431120136e+00 1.380703017498579044e+00
1.524000000000000000e+03 1.114006793348301994e+00 1.327672262154168337e+00
1.526000000000000000e+03 1.133408475532789339e+00 1.367319015092848034e+00
1.528000000000000000e+03 1.100366450951199004e+00 1.292550761462102571e+00
1.530000000000000000e+03 1.092938486778600282e+00 1.273274022475563427e+00
